SED_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
SED10023,0,0,0,0,0,0,0,0,0,0,2212,4661,4363,7267,4179,3859,2885,1431,541,31409,0,0,0,3,5,0,0,0,0,5,0,0,0,3,7,9,7,4,0,28,0,4,5,102,10,6,3,0,0,121,0,0,0,4,8,0,3,5,0,19,0,4,0,24,21,17,8,3,0,88,0,7,0,11,15,10,14,3,0,49,0,8,14,92,42,50,42,14,3,269,0,0,0,8,0,11,14,21,9,61,0,0,3,18,8,23,31,26,6,107,13,77,90,329,311,280,221,162,56,1539,0,0,0,10,12,7,3,0,0,28,0,6,0,21,3,3,8,3,0,46,0,5,13,26,18,12,21,46,13,155,0,0,0,12,4,26,41,20,20,124,0,7,9,16,9,15,13,3,0,69,0,4,9,29,23,14,7,10,3,107,0,0,4,8,10,6,7,4,0,37,0,3,4,10,3,0,6,0,0,26
SED10024,0,0,0,0,0,0,0,0,0,3,1773,5352,4194,3414,2845,2213,1642,1398,544,23383,0,0,4,12,8,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,3,0,34,15,3,0,0,0,68,0,0,0,0,0,0,0,0,0,6,0,19,12,30,48,23,10,9,0,147,0,0,4,11,13,5,5,10,0,43,16,250,203,1166,437,397,348,145,56,3017,0,3,0,5,9,11,15,13,7,62,0,0,0,4,0,8,30,24,7,79,11,214,257,317,583,480,265,259,91,2486,0,0,0,13,9,12,6,5,0,45,0,10,11,49,22,8,4,3,0,107,0,16,6,31,35,29,24,48,16,206,0,0,0,0,3,12,17,10,8,47,7,118,49,271,160,157,181,38,17,999,0,31,21,198,110,100,55,47,10,570,0,0,4,34,26,18,19,22,4,132,0,14,10,143,67,60,53,37,8,402
SED10025,0,0,0,11,6,0,0,0,0,15,2223,3812,3125,5962,2966,2415,1614,773,232,23123,0,0,3,30,3,5,0,0,0,42,0,0,0,12,8,0,0,4,0,37,0,3,3,102,14,3,0,0,0,136,0,0,0,9,5,0,3,0,0,20,0,6,3,32,22,6,7,0,0,81,0,0,5,21,22,16,10,3,0,81,14,68,239,1342,222,333,270,75,55,2608,0,0,0,11,11,17,11,22,12,82,0,6,0,53,11,26,47,28,8,172,15,55,37,318,209,203,147,76,24,1092,0,0,4,24,14,22,9,9,3,84,0,0,0,45,14,10,7,0,0,80,0,3,4,20,21,17,27,20,3,119,0,0,0,15,19,38,62,102,59,287,5,19,43,225,69,80,84,27,0,549,7,25,41,521,89,42,40,31,6,806,4,3,8,88,18,16,16,4,4,161,0,0,3,169,27,14,9,7,0,237
SED10026,0,0,0,5,0,0,0,0,0,5,2613,5284,4066,8132,3921,4074,3241,1794,545,33665,0,3,0,75,0,0,0,0,0,83,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,7,0,0,0,4,0,0,0,0,0,4,0,0,5,18,6,3,0,0,0,24,0,0,0,12,0,0,0,0,0,15,0,0,9,55,18,16,5,6,0,112,0,0,0,0,0,0,3,7,0,15,0,0,0,8,0,3,0,0,0,13,0,15,14,75,66,112,125,101,32,551,0,0,6,32,5,8,4,0,0,62,0,0,0,15,5,0,5,0,0,28,0,0,5,6,0,12,24,18,0,59,0,0,0,0,0,6,6,4,0,21,0,0,0,11,4,4,3,0,0,27,4,27,18,335,27,11,10,3,0,445,0,0,0,11,0,4,0,0,0,20,0,0,0,15,6,0,0,0,0,23
SED10027,0,0,0,14,0,3,3,0,0,25,2573,5057,4407,5824,2518,2080,1487,843,415,25215,0,4,13,57,22,9,9,0,0,112,0,0,0,17,12,11,8,0,0,46,0,3,4,52,7,3,0,0,0,68,0,0,0,8,5,4,5,4,0,24,0,0,0,9,5,3,0,0,0,21,0,9,0,15,20,17,5,6,0,71,0,28,73,478,218,331,213,68,32,1439,0,0,0,9,10,11,15,18,11,77,4,20,40,154,54,83,71,47,10,476,0,20,12,109,84,105,96,70,23,529,0,0,8,70,38,34,29,8,0,190,0,0,4,10,9,4,0,0,0,25,0,0,0,15,8,7,19,29,11,87,0,7,18,22,43,79,88,134,43,430,0,6,16,88,39,103,43,11,3,312,3,14,63,240,95,86,47,21,14,576,0,5,22,111,49,38,36,8,6,273,0,4,4,35,11,4,0,0,0,60
SED10028,0,0,0,12,3,6,8,5,0,40,1797,4740,3844,3316,1898,1830,1506,999,632,20562,0,13,17,62,29,5,12,7,0,150,0,0,0,0,3,4,0,4,0,9,0,9,4,27,3,3,0,0,0,45,0,0,0,5,3,10,0,0,0,17,0,5,6,19,12,11,5,0,0,65,0,4,0,4,7,9,10,8,0,36,25,361,320,2275,834,791,543,187,85,5421,0,0,6,3,4,14,4,4,7,37,0,4,0,23,7,11,23,10,5,91,9,65,99,148,219,198,164,124,70,1089,0,0,7,30,26,30,17,11,0,119,0,0,5,25,14,3,5,0,0,52,0,4,10,14,9,16,20,25,10,112,0,0,0,3,3,8,8,12,3,48,8,98,114,474,191,433,363,51,6,1744,39,367,204,1341,601,325,157,68,25,3134,0,8,17,84,51,40,38,22,3,262,0,15,27,184,80,69,52,23,0,455
SED10029,0,24,85,211,43,27,10,0,0,398,2484,4523,4084,3853,964,778,563,292,126,17666,0,0,3,22,6,0,0,0,0,38,0,0,3,52,40,48,32,19,0,205,0,0,0,7,0,0,3,0,0,9,3,26,49,285,255,311,189,89,17,1221,0,0,0,6,0,0,0,0,0,9,0,5,9,30,51,50,72,55,6,275,0,22,50,258,125,203,173,80,56,962,0,0,0,19,20,41,46,76,13,219,0,0,9,24,11,16,20,13,7,102,4,0,4,11,21,53,48,34,10,188,0,5,16,108,53,58,44,11,0,288,0,0,3,9,0,4,0,0,6,20,0,0,0,13,7,3,23,40,4,94,0,4,10,7,9,8,25,23,6,82,0,0,6,38,12,24,20,5,5,117,0,7,31,124,28,17,20,9,0,234,0,4,3,38,14,15,15,7,0,88,0,15,40,165,47,43,29,24,6,368
SED10030,0,0,0,6,0,0,0,0,0,6,2054,4072,3593,6604,3570,3503,2848,1718,544,28511,0,5,0,13,0,0,0,0,0,27,0,0,0,6,0,3,0,0,0,7,0,0,3,49,4,0,0,0,0,62,0,0,0,9,3,3,6,0,0,14,0,0,4,28,26,11,11,6,0,96,0,0,0,9,14,3,9,12,0,53,0,12,15,84,46,58,67,21,7,321,0,0,0,0,0,6,4,14,0,36,0,6,0,17,5,13,12,8,3,67,3,39,57,343,300,444,389,272,91,1937,0,0,5,22,11,11,8,3,0,62,0,0,6,24,13,11,4,6,0,57,0,4,3,28,24,23,37,28,3,152,0,0,0,3,5,5,15,21,15,60,0,0,0,18,7,14,11,5,0,66,5,21,37,308,41,13,17,16,9,469,0,9,8,20,8,5,3,5,0,55,0,0,0,26,6,5,5,0,0,47
SED10031,0,0,0,8,0,0,0,0,0,10,2082,4817,3906,6925,4373,4579,3788,2003,555,33040,0,0,0,18,4,3,0,0,0,27,0,0,0,4,0,0,5,0,0,12,0,3,0,19,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,8,0,6,5,14,9,14,16,4,0,65,0,0,0,4,5,0,8,4,0,23,0,8,20,48,11,17,10,0,0,120,0,0,0,4,0,19,11,7,0,44,0,0,0,8,0,3,4,6,0,28,5,26,27,143,161,300,371,249,68,1352,0,0,3,15,7,13,4,0,0,48,0,0,4,6,4,0,6,0,0,21,0,0,0,10,15,23,33,31,9,124,0,0,0,4,3,9,16,12,0,59,0,6,4,7,0,6,9,0,0,32,3,12,18,116,21,11,12,12,0,210,0,0,4,14,0,4,3,0,0,29,0,0,3,12,3,0,5,0,0,25
SED10032,11,92,235,1133,245,121,54,13,5,1914,3478,4908,3596,4699,1556,1097,802,368,155,20653,0,12,32,174,40,23,14,0,0,301,0,0,0,36,17,31,14,11,5,111,0,0,0,9,0,0,0,0,0,10,0,0,6,14,16,15,9,4,0,57,0,5,0,8,3,0,0,0,0,24,0,0,0,27,4,22,15,12,0,87,8,28,146,828,303,482,247,101,49,2187,0,0,0,14,12,22,51,42,7,158,5,11,11,72,17,25,32,21,3,199,0,11,14,28,29,71,47,44,10,249,0,6,14,146,67,89,55,30,9,411,0,0,0,14,4,0,0,0,0,13,0,3,4,11,4,4,13,13,6,66,0,0,0,5,6,16,38,54,21,139,3,0,13,72,22,57,44,10,0,219,145,653,650,3924,511,187,108,41,11,6231,0,11,11,63,28,19,24,11,0,167,0,37,88,467,87,46,27,8,8,763
SED10033,0,0,0,4,0,5,0,0,0,11,2315,5083,4907,7708,4270,3722,2510,1215,308,32032,0,0,0,11,0,0,0,0,0,16,0,0,0,4,0,0,0,5,0,8,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,6,6,12,4,9,4,0,38,0,0,0,3,10,4,7,0,0,26,0,10,7,51,37,33,21,11,0,174,0,0,0,0,6,20,12,17,3,59,0,5,0,0,4,8,10,8,0,36,0,25,44,140,218,341,247,176,37,1227,0,0,0,26,3,10,13,0,0,51,0,0,0,7,3,10,8,4,0,31,0,3,0,6,11,19,59,33,10,144,0,0,0,5,4,6,11,11,10,44,0,0,0,3,0,5,8,6,0,20,3,9,31,231,15,22,12,8,0,336,0,0,0,0,0,0,0,5,0,13,0,0,0,11,8,12,12,4,0,44
SED10034,0,0,0,0,0,0,0,0,0,0,2357,5081,4455,7461,4054,3367,2633,1365,446,31217,0,0,0,10,0,0,0,0,0,14,0,0,0,10,0,3,0,0,0,23,0,0,0,43,4,5,4,0,0,60,0,0,0,3,0,3,0,0,0,10,0,4,7,26,17,12,3,3,0,78,0,0,0,19,16,18,6,4,0,55,0,3,11,86,32,49,40,17,8,243,0,0,0,4,6,5,5,11,0,26,0,0,5,15,9,24,30,9,0,85,4,54,64,301,256,320,229,193,55,1478,0,0,0,21,15,7,5,6,0,60,0,3,0,19,12,11,0,5,0,47,0,3,0,19,20,21,29,32,5,124,0,0,0,6,3,17,26,23,6,81,0,7,6,17,8,19,23,4,0,80,0,10,11,98,33,35,15,12,5,210,0,0,8,9,7,11,11,0,7,54,0,3,0,14,7,0,3,0,0,28
SED10035,0,0,0,13,6,0,3,0,0,21,2829,3056,3943,10882,3040,1957,1015,402,120,27238,0,24,44,242,71,67,23,0,0,472,0,0,0,39,4,6,11,4,0,61,0,5,52,667,40,11,0,3,0,782,0,0,15,23,5,3,6,0,0,46,11,0,5,110,36,13,3,0,0,183,0,5,3,119,24,19,31,19,0,226,11,46,1520,2724,154,257,190,71,40,5002,0,0,3,24,12,3,10,11,8,68,0,0,5,34,10,24,22,34,13,150,10,47,156,1688,368,261,106,60,16,2719,0,3,10,73,23,21,15,4,0,155,3,0,12,256,26,14,8,8,5,324,5,0,16,136,39,22,14,15,6,250,0,8,12,35,38,45,105,205,130,574,5,14,188,306,69,68,54,17,4,720,7,34,251,938,69,42,24,23,3,1390,5,20,458,1091,211,114,103,34,11,2050,4,0,14,218,23,14,16,5,0,288
SED10036,0,0,0,28,7,7,6,0,0,58,2994,5902,5044,6321,2574,1766,1036,582,169,26370,0,7,13,93,55,46,25,4,0,246,0,0,0,54,37,59,27,12,3,196,0,0,3,23,5,9,0,0,0,38,0,0,6,52,33,25,16,11,0,142,0,6,4,9,10,6,0,0,0,33,0,0,0,31,31,42,32,20,3,157,0,20,18,197,70,116,81,27,10,539,0,0,5,30,17,39,39,36,12,173,6,52,46,168,74,111,58,40,6,563,0,20,20,77,85,129,93,55,29,507,0,12,42,342,239,253,133,52,8,1085,0,0,0,10,7,0,0,0,0,19,0,3,3,11,14,13,18,23,13,92,0,0,4,31,16,50,72,75,22,275,0,4,5,39,24,20,24,0,0,105,3,53,107,442,275,257,85,28,5,1255,0,12,18,108,34,36,39,10,0,263,0,0,6,46,9,10,11,0,0,88
SED10037,0,0,0,18,10,8,10,3,0,54,2156,5203,4083,5172,3271,2764,1902,1133,323,26008,0,0,0,27,11,3,4,0,0,43,0,0,0,0,4,0,0,0,0,13,0,5,4,22,12,0,0,0,0,45,0,0,0,3,4,0,4,0,0,14,0,5,10,17,26,20,11,4,0,95,0,0,6,4,15,19,9,3,0,60,6,131,130,804,403,325,286,140,47,2265,0,0,0,0,0,15,4,3,3,33,0,7,4,13,0,6,0,0,0,31,3,85,142,272,388,434,348,227,62,1964,0,3,0,19,16,16,10,10,0,66,0,3,10,25,14,5,3,7,3,59,0,9,6,22,33,30,29,34,9,172,0,0,0,6,3,8,9,10,3,32,5,27,32,139,59,112,84,23,6,488,11,107,90,730,251,142,81,37,7,1458,0,0,12,45,24,11,16,8,0,123,3,30,22,229,95,47,38,15,5,481
SED10038,0,0,0,0,0,4,0,0,0,9,2265,5026,4784,7431,4025,3494,2486,1389,476,31370,0,0,9,33,0,0,0,0,0,40,0,0,0,18,3,9,5,0,3,45,0,5,0,18,4,0,0,0,0,32,0,0,0,0,0,4,0,0,0,3,0,15,10,37,29,11,8,5,0,104,0,0,4,17,27,17,12,13,0,89,0,10,48,162,48,42,19,11,3,345,0,0,0,11,15,22,21,26,0,95,0,0,0,6,0,4,3,0,4,27,5,72,76,233,260,319,278,203,61,1515,0,0,0,13,9,4,9,3,0,40,0,4,7,15,9,0,11,3,0,41,0,0,5,20,16,14,59,40,15,177,0,0,0,3,3,15,31,19,16,96,0,0,4,11,5,12,3,0,0,33,6,15,117,292,45,19,9,16,6,530,0,7,6,18,10,7,7,0,0,45,0,0,5,33,12,3,4,6,0,59
SED10039,0,0,0,6,0,0,0,0,0,6,2239,4574,4009,7770,3628,3959,3572,1804,520,32076,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10,0,0,0,15,4,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,7,3,21,10,10,7,3,6,60,0,0,0,10,11,16,3,3,0,38,0,4,6,27,11,11,21,3,0,81,0,0,0,5,3,3,4,12,8,31,0,0,0,3,0,6,6,3,3,31,9,42,36,151,239,463,450,316,118,1814,0,0,4,18,3,4,4,3,0,38,4,0,0,8,3,8,6,8,0,38,0,0,4,11,10,26,74,53,14,186,0,0,0,3,0,0,15,7,5,32,0,3,4,6,3,4,4,5,0,19,0,17,6,94,14,10,7,0,4,154,0,0,4,4,0,0,0,0,0,16,0,0,0,17,6,3,0,4,0,33
SED10040,0,0,0,3,0,0,0,0,0,7,2364,4033,3604,4780,1976,1354,856,455,198,19616,5,24,62,420,65,29,10,0,0,607,0,0,0,30,14,24,17,11,3,93,0,5,16,181,13,8,0,0,0,222,0,0,5,4,4,9,3,5,0,28,0,5,0,17,5,0,5,4,0,35,0,0,0,34,17,17,19,4,3,104,24,193,440,2264,882,1497,959,375,212,6853,0,4,0,22,8,32,30,53,29,175,0,4,11,79,29,66,72,65,25,351,3,17,14,109,66,72,77,54,12,434,0,3,10,76,57,47,16,8,0,225,0,0,0,26,12,10,4,0,0,55,0,0,3,14,9,9,10,12,5,69,4,6,21,48,41,100,197,302,169,887,9,31,62,344,171,265,197,53,9,1139,15,88,57,544,103,59,33,26,8,927,0,9,35,262,108,48,65,26,0,560,0,0,3,36,3,6,4,0,0,59
SED10041,0,0,0,6,0,3,0,0,0,13,2065,4765,3941,3862,2566,2222,1636,1333,719,23113,0,0,7,18,13,3,0,0,0,44,0,0,0,5,0,6,5,0,0,7,0,0,0,41,11,0,0,0,0,58,0,0,0,3,3,0,0,0,0,8,4,12,7,29,34,26,8,0,3,120,0,0,0,7,16,3,3,4,0,38,26,303,250,1463,489,501,390,142,56,3623,0,0,0,4,0,4,10,8,0,34,0,5,0,14,3,7,14,11,4,60,17,158,213,277,448,394,242,223,121,2096,0,0,4,12,12,10,11,9,5,56,0,5,0,37,9,12,7,3,0,70,0,4,6,28,41,19,23,33,19,169,0,0,0,0,8,6,5,4,8,34,6,110,98,269,160,171,168,39,14,1028,20,194,73,942,283,148,84,54,23,1824,0,10,10,63,40,12,22,17,3,178,4,53,35,299,123,73,52,22,8,666
SED10042,0,0,0,3,0,0,0,0,0,6,2164,4460,4233,7506,3993,4114,3761,2200,726,33157,0,0,0,7,4,0,0,0,0,18,0,0,0,0,5,0,3,0,0,11,0,0,0,9,0,0,0,0,0,12,0,0,0,3,5,3,9,0,0,17,3,0,5,12,13,8,13,5,3,60,0,0,0,4,6,4,0,3,0,17,0,0,7,13,16,9,9,8,4,66,0,0,0,0,3,4,11,8,5,28,0,0,0,3,0,0,9,8,0,17,4,23,26,120,131,246,265,241,67,1130,0,0,0,14,11,10,6,5,0,47,0,0,0,5,3,3,5,0,5,17,0,3,3,7,10,15,64,45,17,159,0,0,0,0,0,5,10,4,3,18,0,4,0,7,0,4,0,0,0,15,0,0,6,66,24,11,14,18,7,146,0,0,0,5,5,0,0,0,0,15,0,0,0,3,0,0,6,0,0,15
SED10043,0,0,10,22,17,6,3,0,0,58,3259,5739,4328,4704,1247,880,542,302,120,21123,20,152,224,1728,422,231,65,5,0,2850,0,0,0,6,3,6,4,0,0,22,0,5,3,44,14,8,3,0,0,72,0,0,0,8,8,16,13,5,0,58,0,0,5,7,0,4,0,0,0,20,0,0,0,6,10,6,19,9,0,48,6,26,111,525,234,453,324,152,108,1934,0,0,0,3,0,3,13,23,7,55,5,32,18,152,62,66,66,56,14,473,0,4,9,24,23,35,48,36,6,172,0,4,12,92,63,86,66,24,11,352,0,0,5,8,0,3,3,0,3,19,0,0,3,8,8,6,8,7,3,47,0,8,7,38,32,62,175,257,116,699,0,8,16,92,35,78,74,12,9,319,48,130,192,1444,141,64,42,15,9,2081,6,23,72,290,169,108,91,28,5,790,0,4,0,36,11,7,3,4,0,65
SED10044,0,0,0,17,11,12,4,3,0,48,2326,4690,3993,6552,3213,2492,1708,991,361,26327,0,5,8,42,7,9,10,0,0,73,0,0,0,8,4,0,3,0,3,18,3,6,6,136,10,0,0,0,0,167,0,3,0,5,3,4,4,0,0,20,5,11,6,57,31,25,18,3,0,147,0,0,3,24,6,9,7,4,0,63,8,78,108,893,202,317,206,102,55,1971,0,0,0,12,3,25,19,24,3,87,3,9,3,29,17,29,30,28,10,150,8,118,119,448,430,290,242,153,45,1851,0,0,0,26,26,18,9,5,0,96,0,3,12,76,17,8,8,0,0,130,4,0,5,47,35,17,35,29,10,180,0,0,3,13,7,20,37,54,35,172,5,54,46,248,95,101,97,34,6,690,12,99,40,796,146,63,49,40,4,1250,0,0,15,111,30,17,14,11,0,206,0,13,20,302,58,67,46,18,10,524
SED10045,0,0,0,0,5,0,0,0,0,4,1642,4220,3603,5991,3821,4640,4159,1734,578,30379,0,4,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,4,9,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,13,21,18,12,12,0,78,0,0,0,7,0,5,0,0,0,11,0,0,0,14,3,4,4,3,0,27,0,0,0,0,0,0,0,4,0,6,0,8,0,6,4,0,5,0,0,20,3,15,27,115,171,280,280,174,44,1102,0,0,4,12,5,3,10,3,0,38,0,0,0,25,11,14,10,3,0,70,0,7,0,23,23,47,56,27,6,193,0,0,0,0,0,0,5,0,0,10,0,0,0,4,5,4,3,0,0,23,3,9,20,96,18,10,23,10,6,187,0,0,3,10,0,0,3,0,0,24,0,0,0,9,0,0,0,0,0,12
SED10046,0,0,4,60,7,12,5,0,0,84,3072,5701,5023,4718,1633,1293,508,250,84,22283,0,8,10,171,28,11,15,5,0,239,0,6,6,128,58,95,60,32,0,386,0,0,0,3,3,3,7,0,0,15,0,16,37,196,146,98,71,21,4,594,0,0,5,7,5,0,0,0,0,15,0,0,0,60,70,78,72,43,11,335,0,6,24,160,80,96,70,29,10,470,0,4,0,99,77,94,87,39,14,410,0,17,15,69,34,41,32,13,0,212,0,10,6,29,33,62,50,31,12,241,0,35,74,533,322,348,178,55,11,1554,0,0,0,8,8,9,0,0,0,26,0,0,4,18,9,9,14,11,3,72,0,0,0,15,12,29,28,37,7,133,0,0,0,40,9,11,9,0,0,63,13,77,144,647,203,95,57,26,4,1264,0,5,13,39,15,12,16,4,0,99,0,11,33,141,41,39,16,17,0,297
SED10047,0,8,23,115,31,20,11,4,0,220,5047,8040,5458,9946,3685,2775,1857,824,153,37772,0,22,14,214,54,24,11,3,0,342,0,0,0,17,6,7,12,4,0,46,0,0,0,9,3,0,0,0,0,18,0,0,3,20,9,6,0,0,0,43,0,0,0,4,6,5,0,0,0,25,0,0,0,19,12,11,19,6,0,64,0,10,15,155,50,52,41,16,4,343,0,0,0,16,11,28,26,28,6,117,0,6,26,58,30,33,41,21,12,219,0,14,17,100,118,269,234,153,41,947,3,17,58,276,158,111,69,23,6,710,0,0,0,4,0,4,3,0,0,14,0,8,6,16,11,19,45,41,6,143,0,3,0,10,10,19,33,32,9,110,0,0,0,27,5,15,5,0,0,61,12,259,293,2716,444,136,126,41,5,4031,0,6,10,59,18,14,13,3,0,132,0,15,11,52,21,10,17,4,0,125
SED10048,0,0,14,44,20,7,7,3,0,98,4345,7008,4859,6864,2227,2263,1688,653,142,30052,10,108,152,1231,516,272,96,6,0,2402,0,0,3,67,27,19,11,5,0,137,0,0,0,20,3,5,0,0,0,25,0,3,11,68,45,23,12,4,0,172,0,6,6,19,9,5,0,0,0,54,0,3,0,56,31,65,37,27,6,222,0,18,47,294,110,169,100,32,14,773,0,0,4,28,15,35,34,45,9,174,5,26,31,124,62,65,57,13,4,382,0,36,20,92,104,201,208,144,44,846,0,18,52,418,276,269,132,44,5,1212,0,0,0,15,3,4,0,5,0,28,0,0,4,15,10,15,35,24,8,111,0,4,8,11,18,29,34,28,0,131,0,5,4,55,22,18,14,0,7,124,14,234,311,1561,610,287,147,38,13,3202,4,14,22,153,49,33,26,3,3,299,0,7,13,37,15,17,0,0,0,98
SED10049,0,0,0,4,0,0,0,0,0,10,3064,6250,5068,10278,4457,3984,3175,1554,377,38212,0,0,9,22,8,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,10,0,5,0,13,5,9,5,0,0,46,0,0,0,3,7,0,4,4,0,20,0,6,3,33,14,11,16,6,0,80,0,0,0,0,6,3,3,3,0,15,0,0,3,3,0,0,0,4,0,14,0,20,29,115,126,167,184,128,33,807,0,4,3,26,10,0,0,0,0,43,0,0,0,3,7,0,0,0,0,11,0,0,0,9,11,16,69,21,0,129,0,0,4,0,0,0,6,0,0,14,0,0,3,17,5,5,7,0,0,35,3,24,20,278,48,21,10,7,0,417,0,0,3,3,4,0,0,0,0,18,0,4,0,11,4,0,0,0,0,18
SED10050,0,0,0,0,0,6,0,0,0,3,2253,4556,3511,6113,3336,2878,1866,1047,357,25920,0,0,0,13,0,0,0,0,0,14,0,0,0,12,5,6,4,0,0,25,0,21,24,443,54,5,0,0,0,548,0,6,3,7,0,0,0,0,0,20,3,14,5,95,70,34,14,6,4,248,3,4,3,51,8,5,0,0,0,82,0,17,25,107,45,80,51,21,11,343,0,0,0,12,0,16,12,19,7,64,0,0,0,5,4,0,7,13,0,39,29,280,244,1413,974,639,350,224,68,4224,0,0,0,11,5,10,6,5,0,38,4,8,19,188,50,25,5,5,0,304,5,16,15,120,54,36,31,29,6,308,0,0,0,4,4,6,17,13,14,61,6,22,24,32,15,15,14,6,0,135,0,8,22,156,30,21,11,7,0,262,0,0,3,14,6,3,7,4,3,48,0,0,0,24,13,8,10,3,0,66
