SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED22704,0,0,0,9,38,37,53,93,24,15,11,25,10,0,24,338,13,4,8,0,9,0,3,0,0,0,0,0,0,0,0,34,0,0,5,7,0,0,5,3,0,0,0,0,0,0,0,22,0,0,5,15,9,10,45,16,9,6,3,3,0,0,0,128,0,0,11,9,3,0,8,19,5,4,0,0,0,0,0,73,0,0,0,3,0,6,0,0,5,0,4,0,0,0,0,20,0,0,0,0,6,13,32,41,5,0,7,10,3,0,11,136,80,332,732,316,168,93,172,100,13,9,19,27,18,3,93,2169,0,0,7,31,11,18,22,15,0,5,3,0,3,4,0,116,0,0,0,3,7,8,8,9,0,4,4,4,0,0,13,58,41,134,145,135,88,65,122,61,21,6,28,31,6,11,42,927,228,907,1275,765,612,481,915,618,155,128,176,274,89,38,319,6983
SED22802,0,0,0,10,54,53,76,47,20,11,20,10,0,0,0,305,0,12,16,10,35,20,17,8,0,0,0,0,0,0,0,118,0,0,3,7,13,14,32,16,0,0,0,0,0,0,0,84,0,3,3,34,64,75,106,42,21,3,7,10,4,0,4,374,0,5,16,23,23,24,56,36,6,5,11,12,0,0,4,221,0,0,0,6,9,5,3,4,0,0,3,5,0,0,0,29,0,0,0,4,7,17,60,19,13,7,4,5,0,0,8,145,64,302,988,590,423,203,365,127,21,5,9,16,5,5,56,3182,0,0,8,20,15,23,41,33,11,4,7,5,0,3,3,163,0,0,0,4,8,10,13,9,4,3,6,5,0,0,3,71,29,100,118,119,151,137,374,314,33,23,55,67,16,0,13,1557,182,1086,1627,1124,1206,935,2075,1256,237,156,217,228,86,40,172,10624
SED22901,0,0,6,42,125,47,153,86,24,21,29,19,12,0,3,557,4,9,15,11,58,19,12,3,0,0,0,0,0,0,0,134,6,0,3,32,60,45,252,87,14,16,3,3,3,0,3,524,3,3,9,51,109,52,113,36,6,7,6,10,4,5,0,419,0,0,40,78,206,244,501,198,23,35,35,47,10,5,15,1442,0,0,0,5,33,37,40,24,4,6,7,0,0,0,0,160,0,0,0,4,22,17,39,26,6,0,9,3,3,3,5,143,63,270,698,346,320,109,203,83,10,19,8,21,5,0,61,2211,0,0,3,17,14,33,51,19,6,4,8,7,4,0,6,179,0,0,4,137,152,67,76,36,16,3,8,10,6,0,13,527,88,128,181,346,379,269,303,177,38,26,45,39,19,7,32,2080,245,962,1581,1641,2869,2460,6176,3104,526,516,518,619,185,60,314,21777
SED23007,0,0,11,75,375,245,285,232,82,84,95,112,22,4,31,1647,16,21,26,42,115,36,18,25,8,3,0,0,0,0,11,310,0,0,0,7,32,32,100,44,7,11,14,8,0,0,6,255,0,0,0,13,19,12,59,23,6,3,3,12,4,0,0,161,0,0,14,13,28,32,78,122,16,24,42,24,7,0,17,425,0,0,0,0,13,12,24,33,18,12,12,21,3,3,0,141,0,0,0,10,42,41,99,50,19,22,14,21,8,0,9,332,15,75,255,170,165,138,262,237,25,43,31,27,8,0,38,1487,0,0,6,10,26,19,53,51,16,3,18,18,6,0,7,244,0,0,13,896,3438,1954,1341,1018,233,213,203,252,93,29,372,10053,54,308,611,757,804,987,1436,945,270,306,339,463,132,42,182,7632,170,1031,2276,2735,6091,4774,6583,5324,1314,1518,1932,2098,595,173,1020,37621
SED23101,0,0,3,27,123,54,83,74,11,26,25,20,12,0,13,461,9,16,7,18,70,22,5,11,0,0,0,0,0,0,4,151,0,4,7,35,71,53,181,103,29,10,18,23,5,0,9,540,0,0,11,33,56,35,119,18,0,0,8,4,10,0,3,306,0,7,39,60,256,223,329,215,86,73,103,113,45,10,20,1580,0,0,0,11,46,66,82,56,13,6,8,10,0,0,8,301,0,0,0,12,31,31,59,40,6,7,9,9,4,0,7,196,62,215,372,240,174,116,182,89,4,16,10,6,4,4,49,1545,0,0,8,20,14,40,50,27,4,10,7,9,9,6,3,208,0,0,3,319,426,91,87,70,11,22,17,15,3,0,23,1082,54,174,202,340,371,244,340,147,81,38,54,54,20,3,52,2165,234,1143,1695,1781,3535,3095,6762,4186,910,928,975,1109,406,106,540,27409
SED23205,0,0,0,14,72,64,97,83,30,28,17,47,10,3,17,476,0,12,13,14,74,34,9,13,0,0,0,0,0,0,5,178,0,0,0,3,11,12,21,9,0,0,0,0,0,0,0,59,0,0,5,35,39,55,119,35,16,8,0,12,0,0,5,330,5,10,27,20,25,18,38,18,0,7,4,9,0,0,5,187,0,0,0,0,0,6,7,17,3,0,0,3,0,0,0,47,0,0,0,3,3,10,48,40,13,12,14,8,5,4,8,161,119,399,1133,699,580,250,598,358,33,34,20,32,8,0,149,4419,5,3,10,18,35,31,67,28,5,8,12,12,4,3,0,242,0,0,0,8,19,17,18,23,7,6,9,7,0,0,0,105,36,98,251,259,293,373,508,268,55,44,57,53,23,10,45,2371,247,958,1903,1497,1783,1406,2665,1526,336,295,299,377,119,50,411,13860
SED23308,0,0,0,13,53,36,69,54,22,17,33,46,6,0,3,358,7,4,10,12,12,3,5,0,0,0,0,0,0,0,4,62,0,0,0,15,11,9,19,8,0,0,3,9,11,0,0,75,0,4,11,26,30,26,40,21,6,7,10,5,0,3,4,185,0,4,10,5,14,8,30,51,12,19,21,20,22,6,4,222,0,0,0,0,0,0,5,10,7,3,3,4,0,0,0,37,0,0,0,0,10,8,35,32,3,8,13,0,3,0,3,109,65,273,671,309,229,145,324,166,31,32,11,33,20,6,76,2391,0,0,10,19,24,33,56,36,6,16,3,4,6,6,5,227,0,0,0,10,17,18,14,29,3,15,13,9,4,0,8,143,36,128,142,137,103,111,216,236,48,50,47,65,34,11,33,1400,218,1033,1296,791,796,695,1641,1483,401,502,522,712,303,68,286,10751
SED23402,0,0,0,22,86,59,192,187,27,15,44,47,14,0,14,712,3,4,5,19,77,29,13,6,0,0,0,0,0,0,0,163,0,0,0,10,18,17,59,35,4,3,0,5,0,5,0,159,0,0,18,54,77,61,214,80,17,17,20,22,0,0,6,598,0,6,39,50,113,197,641,472,72,69,65,68,21,5,17,1821,0,0,0,0,8,6,11,17,0,0,0,0,0,0,0,48,0,0,0,0,11,18,33,31,11,8,4,16,8,0,3,141,93,345,957,679,614,269,710,322,34,26,29,25,7,4,103,4212,0,3,5,23,24,45,56,42,0,8,12,8,3,3,3,238,0,0,0,14,16,16,23,21,11,5,0,7,0,0,5,131,29,108,313,354,518,387,855,393,80,63,55,53,13,5,60,3292,226,1024,1836,1628,2217,1792,5406,3484,665,617,532,620,192,78,383,20692
SED23502,0,0,3,5,42,38,47,82,38,42,20,36,19,11,18,399,0,6,5,9,17,0,0,3,0,0,0,0,0,0,0,40,0,0,0,3,4,0,5,11,0,0,0,0,0,0,0,26,0,5,7,23,17,26,50,13,8,0,8,8,3,4,0,177,0,6,11,0,4,0,3,14,3,6,0,5,0,0,0,52,0,0,0,0,0,0,8,10,0,5,3,4,0,0,0,30,0,0,0,0,8,7,19,29,10,6,11,9,4,0,4,109,117,436,883,432,253,92,211,81,10,11,13,17,4,0,119,2667,3,3,11,24,14,19,30,15,6,0,10,0,0,0,5,132,0,0,0,12,3,15,25,27,8,5,4,14,5,0,7,124,32,105,128,113,79,53,68,69,18,15,19,42,15,3,27,793,260,1058,1344,860,695,445,763,587,150,152,141,179,71,26,300,7038
SED23602,0,0,0,11,47,30,45,63,17,12,18,22,27,14,13,313,6,0,3,8,11,12,0,0,0,0,0,0,0,0,0,56,0,0,0,3,4,0,9,3,0,0,0,0,0,0,0,27,0,3,6,14,19,23,56,11,4,4,15,0,17,0,5,175,0,7,8,10,8,3,28,29,5,7,0,11,0,0,3,109,0,0,0,0,0,0,3,8,0,0,4,3,0,0,7,33,0,0,0,0,9,4,15,21,0,4,5,9,0,0,4,73,115,344,784,382,277,112,215,69,10,19,17,5,4,0,121,2476,0,0,16,28,21,18,38,21,8,3,7,3,3,0,3,168,0,0,0,6,20,15,27,12,4,0,0,4,4,0,69,157,26,70,142,90,97,77,100,59,7,17,12,23,17,5,79,819,245,970,1294,846,798,489,940,527,99,121,134,146,95,34,519,7262
SED23702,0,0,0,10,33,35,73,72,31,17,28,37,14,8,5,356,5,12,11,9,32,10,8,3,0,0,0,0,0,0,3,92,0,0,7,11,5,5,10,0,0,0,0,0,0,0,0,37,0,7,7,39,42,30,96,20,4,8,0,9,0,3,0,266,0,4,14,22,20,12,12,6,0,0,5,6,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4,8,12,46,47,3,4,9,12,7,0,6,152,93,469,1454,939,740,295,681,250,25,36,9,18,9,0,128,5146,3,4,14,19,17,27,32,21,4,3,0,0,0,0,3,146,0,0,0,5,12,4,14,12,0,5,0,0,0,0,7,57,33,96,199,204,181,147,191,90,17,15,19,13,0,5,24,1228,228,1055,2170,1652,1560,877,1652,789,122,129,104,132,46,30,282,10817
SED23806,0,0,0,18,55,27,32,41,17,18,7,9,6,5,3,228,10,15,9,13,30,5,8,4,3,0,0,0,0,0,0,108,0,6,8,45,59,52,97,52,12,23,9,11,7,5,4,387,0,3,8,53,66,58,123,36,11,20,5,9,4,0,0,408,0,4,17,54,121,59,78,56,22,30,45,34,17,0,3,538,0,0,0,4,59,43,28,37,10,4,18,11,3,0,6,224,0,0,3,3,14,21,68,43,17,18,13,14,6,4,5,232,82,186,341,320,257,238,438,242,47,42,65,37,31,8,49,2399,0,3,28,45,43,67,116,109,16,38,28,19,15,15,15,553,0,0,3,131,105,46,77,91,45,32,46,44,34,0,10,657,56,120,117,189,205,259,395,303,84,123,135,140,58,20,30,2240,280,839,1221,1459,2219,2091,3668,2734,775,847,958,1000,457,148,290,18993
SED23901,0,4,6,16,66,49,85,47,21,27,27,50,25,10,4,433,12,5,13,19,44,31,12,3,0,5,0,0,0,0,3,144,0,0,0,21,25,37,66,25,8,13,9,7,5,0,3,219,0,0,10,36,39,44,93,36,10,10,8,12,3,4,6,299,0,5,22,32,139,81,87,68,26,19,26,28,11,0,3,538,0,0,0,0,17,40,36,26,5,5,4,0,0,0,0,141,0,0,0,8,23,18,67,38,10,7,8,4,3,0,0,192,55,168,415,273,251,213,413,200,31,35,42,34,16,10,42,2194,0,3,17,23,30,48,66,62,6,18,10,8,13,7,9,329,0,0,0,65,129,68,100,71,13,13,16,20,10,0,10,510,56,134,233,263,269,564,560,383,89,90,106,69,23,6,58,2909,279,1250,1815,1384,2111,2337,3792,2485,540,607,635,594,260,88,331,18508
SED24006,0,0,0,16,45,23,28,44,11,6,6,15,8,0,0,208,27,15,21,13,29,10,9,4,0,0,0,5,0,0,7,137,0,6,13,47,62,67,128,62,12,19,8,15,4,7,9,478,0,3,15,35,65,71,94,26,9,3,11,12,0,0,5,350,0,4,20,52,117,98,110,73,7,5,5,14,9,9,6,535,0,0,0,11,113,117,79,43,10,16,3,7,3,3,0,411,0,0,0,9,12,25,47,26,10,4,8,5,0,0,7,139,61,127,313,206,201,183,332,181,30,20,28,31,17,3,36,1777,0,3,10,48,25,50,100,41,12,22,20,26,10,3,15,389,0,0,7,258,346,92,76,58,32,14,21,50,22,5,29,1012,90,130,192,219,260,219,288,197,44,50,56,89,26,6,46,1919,332,1112,1613,1813,3350,2913,4806,3201,814,770,811,975,547,130,434,23612
SED24105,0,0,0,22,220,137,261,200,39,65,68,101,12,0,25,1144,0,3,31,21,108,22,15,8,0,0,4,4,0,0,6,227,0,0,4,4,20,19,69,24,15,4,0,0,0,0,0,165,3,0,0,55,47,19,113,39,12,9,0,19,0,8,4,334,0,7,82,195,397,300,492,211,48,58,93,95,25,3,30,2046,0,0,0,0,12,10,18,14,8,9,14,7,3,0,0,98,0,0,0,11,196,71,150,129,26,18,38,21,0,0,15,678,41,152,349,234,146,66,194,96,22,14,9,3,5,0,35,1364,0,0,0,9,6,14,25,39,3,4,9,0,3,0,0,118,0,0,4,573,2480,1785,1350,841,181,153,171,222,90,36,267,8170,31,133,482,850,2042,2303,2269,1540,395,363,454,397,192,48,317,11829,147,673,1924,2630,6848,6250,8620,5379,1429,1376,1812,1700,600,154,1007,40541
SED24207,0,0,0,215,882,832,1486,670,156,131,99,153,57,19,56,4771,8,11,19,35,153,87,29,4,0,0,0,0,0,0,7,346,0,0,0,6,10,18,66,38,8,11,19,6,0,0,3,192,0,0,3,8,13,17,62,27,4,0,7,4,4,4,3,146,0,0,4,13,74,175,364,190,41,43,42,51,15,7,14,1023,0,0,0,3,11,16,20,16,0,0,0,5,3,0,4,87,0,0,0,4,47,39,88,53,8,13,3,7,0,0,10,272,21,87,225,142,102,40,165,91,22,12,18,12,6,5,27,966,0,0,0,3,12,15,61,49,4,10,14,11,0,0,11,185,0,0,6,458,2362,1965,1693,1103,173,161,148,212,109,38,430,8868,52,385,933,1363,1572,2167,2543,1252,221,181,226,274,64,28,435,11686,153,880,2248,3223,6347,7092,12446,7303,1757,1444,1507,1951,624,213,1575,48766
SED24308,0,0,0,10,108,85,314,135,49,30,56,84,11,0,25,903,20,21,32,14,68,30,0,4,0,0,0,5,0,0,8,211,0,0,3,4,14,8,43,7,0,0,0,0,0,0,4,97,0,0,9,10,10,12,28,14,3,3,0,0,0,3,0,105,0,3,3,5,14,0,23,110,5,7,7,13,5,0,9,204,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,19,0,0,0,4,17,25,176,137,42,30,35,34,9,0,22,540,66,333,787,324,185,118,235,134,21,19,6,7,3,0,85,2326,0,0,3,16,14,17,33,26,9,3,0,5,9,0,5,135,0,0,0,29,75,50,55,31,8,12,5,7,7,0,46,335,57,264,502,371,269,347,610,372,134,104,101,95,20,9,197,3454,294,1519,2506,1327,1118,1100,2469,2310,595,501,545,649,205,49,696,15870
SED24408,0,0,0,7,21,12,68,60,24,28,34,29,5,0,6,297,0,0,4,0,6,0,7,0,0,0,0,0,0,0,0,22,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,19,0,4,3,6,5,8,58,18,0,14,5,7,0,0,7,140,0,0,0,0,5,0,10,4,3,0,3,4,6,0,0,42,0,0,0,0,0,0,5,5,0,3,0,0,0,0,0,18,0,0,0,0,0,9,85,50,0,15,9,3,8,0,5,187,60,177,390,183,92,50,99,50,8,5,13,19,4,0,65,1219,0,0,14,15,7,15,12,21,0,9,4,7,0,3,4,107,0,0,0,0,7,3,10,5,0,4,0,0,0,0,0,39,13,35,41,60,44,32,208,99,15,22,35,33,6,0,24,670,119,423,567,402,345,276,910,563,112,160,189,184,72,18,188,4537
SED24504,0,0,0,12,14,16,22,49,7,7,7,10,3,0,0,160,0,3,0,16,36,6,11,0,0,0,0,0,0,0,0,79,0,3,3,4,9,5,21,9,3,0,0,0,3,0,0,70,0,3,9,18,26,48,68,21,5,0,3,7,0,0,0,215,0,6,12,9,14,5,10,6,0,4,0,0,0,0,7,80,0,0,0,0,0,3,11,13,4,5,13,23,3,0,4,78,0,0,0,0,4,9,22,12,6,3,0,3,4,0,8,67,72,328,785,535,370,280,558,224,27,31,20,19,10,4,131,3385,0,3,17,45,45,32,60,36,6,14,9,18,10,0,12,292,0,0,0,0,15,7,6,4,0,0,6,4,3,0,0,49,38,151,223,232,173,103,158,86,22,8,11,19,17,10,61,1310,212,900,1428,1256,1068,846,1462,688,138,130,125,157,60,29,331,8827
SED24606,0,0,6,18,48,24,46,64,11,28,23,42,12,0,5,337,64,38,23,19,53,9,8,4,0,0,5,0,0,0,12,243,8,0,14,23,38,43,81,41,17,25,12,7,4,7,0,319,0,5,14,73,180,97,85,29,9,9,0,7,8,0,5,526,4,6,27,57,70,52,71,52,15,12,16,19,10,0,8,421,0,0,0,0,23,15,17,27,8,8,7,5,0,0,0,122,0,0,7,5,20,23,51,25,6,15,7,9,4,0,4,179,75,189,318,276,231,209,366,207,42,52,46,48,17,11,52,2147,10,4,25,63,35,65,98,83,10,13,12,25,29,7,8,497,0,0,3,84,92,28,48,27,5,9,10,14,3,0,12,337,117,198,175,263,290,312,376,273,85,99,104,129,52,26,39,2527,405,979,1534,1441,2007,1939,2878,2157,589,747,800,1005,407,122,320,17333
SED24703,0,0,0,25,144,130,270,235,104,117,198,426,128,45,28,1844,4,12,14,5,46,21,19,16,9,13,14,9,5,0,3,187,0,0,10,23,50,92,332,216,96,65,68,76,50,17,5,1105,0,0,16,32,41,64,144,62,16,19,21,33,20,9,8,480,0,7,6,24,66,57,118,91,61,65,62,96,51,13,6,711,0,0,0,4,37,77,172,278,96,124,175,125,60,10,16,1179,0,0,3,7,45,79,312,307,206,200,228,370,125,18,32,1926,36,151,323,240,284,344,699,380,104,127,135,173,107,62,54,3218,3,4,17,42,71,117,258,206,47,80,81,112,82,37,18,1171,0,0,3,226,352,212,296,386,173,245,211,244,121,20,68,2563,32,86,207,274,500,932,1446,1184,518,737,948,1697,714,96,146,9521,168,682,1096,1442,2894,4243,10354,11267,4740,6076,7169,9390,4083,1046,1036,65678
SED24808,0,0,4,24,152,152,608,511,110,98,61,81,26,16,14,1865,4,0,5,12,80,17,19,6,0,0,0,0,0,0,10,152,0,0,0,10,13,9,48,28,8,0,5,0,0,0,6,118,0,8,4,10,26,29,106,35,0,5,0,0,0,0,0,222,0,3,3,6,26,53,184,151,15,21,14,20,10,0,4,510,0,0,0,0,5,9,4,9,7,0,3,4,0,0,5,40,0,0,0,3,15,8,93,54,21,5,15,25,4,0,3,266,52,316,901,489,342,112,316,132,15,10,10,11,0,0,69,2773,0,0,9,15,14,21,57,34,7,10,13,0,7,0,6,198,0,0,0,36,85,75,155,121,18,18,14,20,3,0,23,571,45,298,536,528,587,701,2125,1183,234,243,222,198,62,32,168,7166,211,1044,2036,1582,1891,2052,7920,5160,1110,984,926,1035,319,145,568,26992
SED24904,0,0,0,3,41,33,63,96,33,31,28,60,29,4,25,436,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,16,0,0,3,0,0,0,9,0,0,4,0,0,0,0,0,19,0,0,0,7,9,7,45,22,12,11,5,28,17,0,3,167,0,0,9,0,0,5,20,34,4,3,4,11,0,0,0,94,0,0,0,0,0,0,25,44,11,13,17,38,11,0,4,169,0,0,0,0,6,22,75,102,30,17,20,25,11,0,26,324,41,124,269,141,72,60,101,57,18,11,7,14,0,0,46,972,0,0,4,10,6,3,23,8,0,0,0,6,0,0,0,69,0,0,0,12,77,86,122,75,16,19,45,14,22,6,52,536,27,66,112,148,178,237,238,161,42,31,91,217,53,86,124,1802,173,617,732,494,599,689,1384,1357,549,588,690,921,318,118,498,9741
SED25003,0,0,5,29,241,128,281,185,22,26,25,44,9,10,20,1027,6,3,15,14,47,22,7,6,0,0,3,0,0,0,0,118,0,0,0,10,19,18,54,11,6,0,3,14,0,0,0,138,0,0,4,6,12,20,73,24,0,0,4,8,6,0,0,156,0,3,3,38,163,251,401,220,36,35,34,36,21,11,15,1256,0,0,0,0,0,3,7,8,4,0,3,5,4,0,0,29,0,0,0,5,12,11,34,42,8,0,11,5,0,0,3,137,7,80,255,167,108,70,125,79,7,11,4,4,0,5,26,960,0,3,0,6,7,16,29,20,8,5,3,9,0,0,0,116,0,0,0,73,186,98,137,98,20,12,22,10,5,0,26,688,5,144,341,472,523,615,821,465,112,112,88,86,26,14,89,3919,89,997,2602,2026,2669,2889,5995,3860,782,713,785,830,242,70,541,25085
SED25102,0,0,4,8,40,36,30,15,9,13,4,5,6,0,6,164,8,3,6,11,51,10,13,3,0,0,0,0,0,0,4,112,0,0,4,10,5,3,18,0,5,0,0,0,3,0,0,52,0,3,8,58,59,67,111,18,4,5,11,10,0,0,3,364,0,5,24,21,29,14,31,10,10,0,8,0,6,0,0,150,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,18,0,0,0,0,6,11,41,22,17,3,3,5,0,0,3,117,73,350,1003,559,484,235,548,210,32,14,14,22,3,3,73,3621,5,7,13,36,31,33,91,40,3,11,0,7,0,3,9,291,0,0,0,15,13,6,15,3,3,3,0,5,0,0,4,67,33,106,160,191,183,158,265,188,42,24,35,21,10,5,15,1430,210,1023,1673,1280,1334,946,1835,855,174,117,114,135,40,12,184,9930
SED25205,0,0,0,25,138,75,74,39,15,12,19,20,0,0,9,423,0,8,10,31,124,33,20,26,3,0,3,8,0,3,5,266,0,0,6,14,24,17,26,7,0,11,3,3,0,0,0,121,0,5,6,64,99,67,141,93,39,48,16,24,18,0,8,624,0,8,38,69,163,64,48,16,5,0,7,0,0,0,10,426,0,0,0,0,8,3,7,6,0,0,0,3,0,0,0,30,0,0,0,7,18,31,37,20,10,3,9,6,0,4,0,134,62,239,613,396,398,280,849,563,74,75,76,56,11,9,93,3805,0,0,9,24,33,47,82,51,17,12,7,15,0,0,0,306,0,0,0,46,81,34,35,19,8,9,7,3,8,0,4,255,35,117,256,452,483,584,627,330,90,60,52,38,19,12,51,3205,187,842,1786,1688,2406,1990,3428,2055,405,381,336,356,108,55,308,16324
SED25302,0,0,4,6,31,20,35,15,4,11,7,12,0,0,8,151,4,11,5,17,52,10,11,4,0,0,0,0,0,0,4,123,0,0,4,13,7,9,7,4,4,3,0,0,0,0,0,48,0,10,14,58,57,68,126,59,9,18,14,7,0,6,7,458,0,16,30,31,25,17,5,3,0,9,0,0,0,0,3,132,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,9,0,0,0,3,4,11,40,39,3,7,3,0,4,0,8,117,173,521,1298,945,799,516,1578,714,67,72,53,43,25,11,157,6989,3,4,15,37,40,45,82,40,10,7,7,13,13,3,8,339,0,0,0,11,13,7,7,0,0,0,0,3,6,0,4,59,56,118,200,228,196,148,211,104,44,18,17,28,13,10,30,1416,364,1247,2098,1789,1709,1250,2715,1354,197,186,179,164,98,45,350,13747
SED25402,0,0,0,13,94,59,90,94,24,21,25,71,11,6,22,536,6,4,4,4,40,6,5,0,0,0,0,0,0,0,0,76,0,0,0,6,0,4,12,0,0,0,0,0,0,0,0,26,0,0,0,8,14,18,66,18,10,4,0,0,0,4,3,150,0,5,10,5,9,13,35,36,10,6,13,7,3,0,3,144,0,0,0,4,0,0,4,3,0,0,6,0,0,0,0,23,0,0,0,0,7,6,30,45,5,3,7,6,3,0,4,122,157,527,649,326,222,51,145,72,8,7,13,9,0,9,114,2299,0,0,12,18,8,17,42,7,3,4,0,9,4,4,0,128,0,0,0,3,8,19,15,17,8,3,0,5,3,3,10,88,48,200,198,162,115,84,251,161,26,11,23,26,17,9,42,1360,346,1458,1318,816,821,475,1201,782,164,155,206,285,111,45,363,8548
SED25501,0,0,3,18,56,47,74,34,20,12,22,28,21,7,7,353,8,9,19,35,74,29,9,7,0,0,0,0,0,0,0,191,0,3,6,39,91,66,257,124,26,7,42,28,14,8,4,721,0,0,8,21,44,65,132,31,3,10,21,15,10,3,4,365,0,9,38,97,413,393,934,473,135,101,156,213,94,16,43,3125,0,0,0,3,60,106,101,52,17,11,12,7,3,6,0,372,0,0,6,5,22,33,65,29,11,0,9,19,4,0,3,220,55,165,324,178,179,115,182,129,37,12,14,19,12,0,32,1453,0,0,0,16,25,23,49,63,14,11,11,26,13,8,4,266,0,0,3,257,388,118,85,59,13,17,18,31,27,6,16,1052,47,138,185,307,342,317,411,223,88,88,50,77,34,8,44,2367,222,896,1508,1654,4174,4332,9041,5545,1476,1477,1642,1999,846,253,569,35633
