SED_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SED52604,0,6,7,25,12,16,7,4,0,70,0,0,8,21,25,29,32,5,7,127,0,3,21,39,48,55,29,0,3,193,0,25,57,208,145,142,92,63,19,749,23,63,68,162,78,87,80,62,29,640,926,2370,2586,4895,3072,3163,2176,947,413,20551,0,0,0,8,7,4,0,0,0,24,1861,4037,3540,4991,2408,2272,1496,543,229,21379,0,0,6,16,4,0,3,0,0,29,0,0,0,8,5,5,7,0,0,27,0,5,3,54,5,10,0,0,0,76,0,5,0,8,6,0,4,0,0,21,6,6,19,40,25,31,9,3,0,133,0,0,0,3,3,0,0,0,0,15,3,6,29,101,28,37,31,7,5,240,0,0,0,0,3,18,8,3,5,42,0,4,4,25,10,25,15,6,6,86,6,273,766,1255,1420,1768,1200,570,181,7440,0,5,3,6,4,9,0,3,0,21,0,3,7,26,11,13,3,3,4,65
SED52702,0,0,0,13,5,0,0,0,0,20,0,0,0,9,3,17,15,9,0,62,0,0,6,24,23,26,22,6,0,98,0,17,21,85,86,95,89,69,28,480,14,44,57,121,78,94,76,84,52,616,834,2566,2077,3884,3014,2854,2610,1539,585,19969,0,0,0,0,0,0,0,0,0,0,1659,4894,3901,5518,3771,3094,2719,1398,397,27349,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,13,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,7,37,17,21,14,6,3,111,0,0,4,0,4,4,0,0,0,17,0,6,4,17,19,7,3,5,0,70,0,0,0,3,4,8,9,4,3,36,0,0,0,0,0,7,3,8,0,14,9,81,164,440,752,1098,1034,778,266,4627,0,0,0,0,6,3,0,0,0,17,0,0,0,21,9,15,3,8,4,58
SED52803,0,0,0,25,5,0,4,0,0,33,0,0,0,12,4,3,0,0,0,18,0,16,11,71,24,21,3,0,0,154,7,26,25,142,46,46,21,3,6,323,104,258,259,627,246,240,116,45,22,1915,1276,2431,2088,5321,2271,1985,1011,396,153,16922,0,0,6,24,0,0,0,0,0,28,2328,3926,3109,6613,2962,2622,1466,532,146,23696,0,0,0,9,0,0,0,0,0,9,0,0,0,7,3,0,6,4,0,18,0,6,6,28,9,0,0,0,0,47,0,3,4,5,0,0,0,0,0,10,0,0,0,17,11,13,5,0,0,40,0,5,0,23,11,8,3,0,0,40,6,8,11,110,19,7,7,0,0,160,0,0,0,7,0,16,8,3,0,34,0,0,0,3,0,4,4,0,0,15,4,18,39,218,134,259,110,55,11,848,0,6,8,51,10,8,4,0,0,90,0,0,8,17,0,0,0,0,0,30
SED52903,0,0,3,23,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,6,0,0,0,15,4,9,0,0,0,26,3,11,19,188,30,26,8,3,0,290,136,366,287,895,360,272,136,52,25,2528,1276,2752,2294,6118,2320,1899,891,295,81,17919,0,0,0,0,0,0,0,0,0,0,2348,4764,3598,7839,3289,2537,1324,407,91,26195,0,0,0,8,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,10,0,0,0,21,4,4,5,0,0,34,0,0,0,23,0,0,0,0,0,23,0,0,11,96,7,4,0,0,0,116,0,0,0,4,0,0,4,0,0,5,0,3,0,5,0,0,0,0,0,10,6,15,38,260,152,205,91,36,0,790,0,5,0,20,8,5,6,0,0,39,0,0,22,85,0,9,0,0,0,120
SED53004,0,5,11,30,24,9,14,0,0,94,0,0,8,13,11,15,10,11,7,80,0,0,9,37,33,22,21,3,0,126,5,24,36,181,90,95,77,45,22,573,18,52,35,127,47,45,63,56,40,489,1136,2678,2168,5008,2801,2839,2726,1287,628,21278,0,0,0,0,0,0,0,0,0,5,2252,4816,3499,6068,3082,2972,2999,1223,500,27406,0,0,0,0,0,0,0,0,0,3,0,0,0,7,10,12,0,0,0,28,0,4,3,49,7,7,3,0,0,71,0,0,0,0,0,0,0,0,0,3,0,5,4,50,28,19,15,0,5,119,0,0,0,8,3,0,7,0,0,22,0,12,24,115,46,45,41,4,9,293,0,0,0,8,0,11,16,10,8,51,0,0,0,8,0,3,3,4,0,18,8,177,361,804,782,854,785,474,192,4439,0,0,0,0,0,3,4,7,0,14,0,3,3,42,8,4,10,3,0,74
SED53105,0,0,3,38,11,8,3,0,0,73,0,0,0,10,3,17,11,6,4,54,3,9,24,83,19,11,4,0,0,158,4,38,71,338,112,96,82,33,15,781,65,141,115,338,101,98,67,38,22,982,1909,3612,2779,8212,2920,2253,1569,750,312,24307,0,0,0,8,0,0,4,0,0,15,3731,6296,4040,9541,3190,2092,1483,547,185,31112,0,3,4,45,8,0,0,0,0,68,0,0,0,22,15,9,5,4,0,46,0,3,0,47,3,5,0,4,0,66,0,8,4,12,0,0,0,0,0,20,3,15,4,33,10,11,5,3,0,85,0,0,0,17,21,8,14,4,0,67,0,18,39,217,82,38,33,4,0,435,0,0,0,33,22,14,22,17,7,128,0,3,7,8,4,0,4,0,0,27,4,95,179,674,511,753,483,376,157,3232,0,0,0,6,7,7,0,0,0,24,0,0,0,27,9,7,0,3,0,52
SED53204,0,9,39,329,196,142,75,14,12,814,0,0,0,19,13,14,3,0,0,51,0,6,32,59,37,28,9,4,0,179,0,78,132,509,259,160,100,36,19,1298,31,56,53,156,70,59,51,34,18,526,1694,3662,3104,7494,3443,2540,1637,796,281,24654,3,33,63,164,65,36,15,6,0,385,3364,6476,4469,7003,3015,1996,1193,627,193,28340,0,3,3,20,7,0,7,0,0,46,0,0,5,62,45,32,14,0,0,161,0,5,10,43,13,3,0,0,0,62,0,4,3,42,24,23,12,0,0,111,5,0,8,32,14,8,0,0,0,64,0,0,0,6,0,13,8,3,0,35,0,13,11,225,44,51,37,4,3,386,0,0,0,41,25,31,35,14,11,146,0,12,27,40,18,11,13,6,3,122,13,139,287,707,576,579,407,248,83,3025,0,0,3,6,4,5,4,0,0,19,0,0,0,10,15,7,3,4,0,37
SED53306,0,3,5,25,12,3,7,0,0,48,0,3,6,15,17,9,18,9,6,86,0,3,20,40,26,16,13,0,0,121,0,16,34,127,79,69,77,49,9,454,59,153,158,332,165,163,141,185,162,1515,1371,2921,2572,5670,2828,3012,2887,1996,953,24212,0,0,0,11,0,0,0,0,0,11,2553,4896,3735,6937,3131,3152,3199,1955,852,30411,0,0,0,7,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,9,0,0,0,22,11,0,0,0,0,32,0,0,3,9,0,5,0,0,0,19,0,17,3,20,16,15,10,4,0,84,0,0,0,8,4,3,0,0,0,17,0,3,8,40,35,21,11,0,6,125,0,0,0,4,0,0,9,6,0,18,0,0,0,0,0,0,4,0,0,14,6,101,293,631,627,930,916,887,282,4680,0,0,0,13,0,3,5,0,0,25,3,0,0,14,3,6,3,5,0,31
SED53402,0,4,23,130,94,76,53,22,11,420,0,0,0,22,5,10,3,0,0,49,0,0,4,25,14,6,7,0,0,53,0,30,73,446,138,94,77,50,27,938,33,81,83,329,104,74,71,68,54,897,1256,2063,2258,7627,2915,2390,1894,1022,589,22006,0,0,0,22,0,0,0,0,0,39,2433,3752,3335,8238,3374,2509,1773,831,379,26626,0,0,0,44,3,4,4,0,0,52,0,0,0,30,15,17,20,4,0,94,0,5,5,115,10,0,0,0,0,142,0,6,0,11,4,10,0,3,0,33,0,4,7,83,30,26,11,3,3,163,0,0,5,22,3,4,8,0,0,48,0,11,80,236,107,72,51,14,6,580,0,0,0,9,7,20,23,20,5,79,0,5,3,9,0,3,8,3,0,27,0,24,94,705,434,542,388,229,91,2491,0,0,3,3,3,10,0,0,0,20,0,0,0,80,11,7,9,4,0,120
SED53502,0,5,11,53,17,12,4,0,0,104,0,0,0,3,5,14,7,5,0,37,0,9,17,59,21,21,11,0,0,132,0,13,41,211,65,86,62,41,22,539,41,117,129,295,130,124,120,110,110,1185,1418,2691,2675,6588,3087,2910,2285,1368,647,23685,0,0,6,25,3,3,0,0,0,45,2763,4751,4300,8370,3735,3223,2421,1248,422,31235,0,0,0,24,5,4,4,0,0,38,0,0,0,32,21,12,4,0,4,77,0,0,0,14,3,0,0,0,0,19,0,0,6,8,0,0,0,0,0,20,0,0,4,28,17,19,12,9,0,86,0,0,0,7,4,3,0,0,0,17,0,4,12,88,43,48,15,5,0,217,0,0,0,17,11,26,61,42,21,172,0,0,8,5,3,4,0,0,0,23,0,49,98,422,448,757,594,416,175,2961,0,0,0,7,7,9,0,0,0,29,0,0,5,27,10,8,7,5,0,58
SED53602,6,40,95,604,362,318,194,50,25,1690,0,0,0,3,3,7,3,4,0,22,0,0,0,19,6,4,3,0,0,46,24,141,268,881,294,203,124,71,26,2031,103,180,170,428,149,119,120,97,58,1427,1569,2952,3074,7014,2890,2743,2192,1148,451,24034,5,33,61,241,49,31,14,0,0,434,2878,4779,3898,5512,2190,1948,1435,715,195,23547,0,0,0,40,6,9,7,0,0,71,0,0,6,123,58,94,56,12,0,350,0,3,9,95,13,5,0,0,0,116,0,0,6,34,37,23,19,8,8,134,0,0,0,16,6,0,5,0,0,35,0,0,0,14,3,12,7,0,0,46,0,9,28,155,69,68,38,12,8,386,0,0,0,30,21,39,48,15,7,162,5,16,27,17,8,14,14,6,0,110,0,4,34,221,198,357,326,244,83,1470,0,0,0,0,4,5,0,0,0,10,0,0,4,16,0,5,4,3,3,35
SED53701,0,0,0,10,9,6,4,0,0,29,0,0,0,3,6,5,8,4,0,31,0,0,0,13,16,3,4,0,0,48,0,0,9,104,39,48,40,27,6,281,82,235,170,426,282,339,294,176,58,2060,897,2196,1477,3903,2530,3117,2657,1267,377,18415,0,0,0,3,0,0,0,0,0,4,1662,3906,2557,5284,3527,4254,3819,1652,448,27107,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,5,0,5,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,5,0,9,17,15,11,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,5,0,0,30,0,0,0,0,0,0,4,3,0,11,0,0,0,4,0,0,0,0,0,6,0,25,79,271,402,695,594,376,76,2519,0,0,0,4,3,4,0,0,0,13,0,0,0,21,3,4,8,0,0,37
SED53802,6,21,58,296,187,183,114,40,15,911,0,0,4,5,0,5,10,9,4,32,0,0,8,27,8,11,4,3,0,71,7,77,122,597,151,142,118,70,23,1312,55,91,99,308,87,88,84,70,43,929,1362,2262,2459,7035,2739,2661,2385,1488,604,22996,0,0,10,56,10,11,4,0,0,84,2591,3886,3510,6189,2693,2221,1700,1047,370,24198,0,0,0,16,5,0,7,0,0,30,0,0,6,70,28,49,23,23,0,198,0,8,3,137,10,6,0,0,0,170,0,3,0,9,12,13,3,0,0,44,0,7,5,27,10,9,8,3,0,70,0,0,0,18,9,4,9,0,0,39,3,26,68,424,154,151,74,11,21,924,0,0,0,32,16,26,29,23,3,132,0,4,6,11,0,7,12,10,5,57,4,34,55,362,229,347,313,261,80,1682,0,0,0,3,6,0,0,0,0,14,0,4,4,32,8,14,6,0,0,63
SED53902,6,10,38,121,110,56,51,14,6,400,0,0,0,5,4,4,3,6,0,30,0,0,0,29,12,12,4,5,0,65,7,41,82,482,147,105,91,52,38,1059,32,59,62,260,88,83,85,112,91,880,1040,2015,2438,6619,2676,2460,2130,1591,1059,22037,0,0,3,10,0,0,0,0,0,14,1988,3426,3528,6821,2949,2589,1906,1254,748,25207,0,0,7,14,3,0,0,0,0,28,0,0,0,48,21,30,13,5,0,115,0,0,0,104,4,3,4,0,0,125,0,4,0,12,13,0,3,0,0,27,3,3,8,53,28,9,13,6,0,124,0,0,4,18,3,0,4,0,0,42,0,19,75,272,90,87,53,20,13,634,0,0,3,22,18,11,18,19,11,101,0,0,4,11,6,0,0,13,3,36,3,37,125,558,371,467,367,265,147,2345,0,5,3,5,0,9,0,0,0,16,0,3,6,50,14,6,5,10,4,96
SED54006,0,0,3,13,3,0,0,3,0,25,0,0,0,5,8,11,12,6,0,36,0,0,11,12,13,19,14,4,0,72,0,5,15,73,33,53,32,13,4,240,49,128,134,242,176,175,159,122,33,1204,1075,2827,2302,4851,2883,3120,2733,1432,431,21651,0,0,0,6,0,0,0,0,0,4,2154,5310,3883,7159,4028,4053,3695,1689,477,32446,0,0,4,6,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,3,3,20,12,11,4,3,0,58,0,0,0,0,0,0,0,0,0,3,0,12,7,62,20,8,0,4,0,107,0,0,0,0,0,0,7,0,0,10,0,0,0,3,0,0,0,0,0,9,0,51,119,307,460,775,692,535,152,3081,0,0,3,23,0,5,0,0,0,34,0,0,0,14,0,7,3,0,0,20
SED54104,0,13,23,68,25,11,17,3,0,161,0,0,0,5,3,11,5,10,0,44,0,0,21,27,16,14,8,3,0,93,9,69,99,440,160,125,86,63,16,1069,27,49,133,288,82,75,93,66,35,862,995,2562,3520,6616,2926,2718,2455,1535,716,24047,0,0,0,0,0,0,0,0,0,4,1722,3953,4690,6216,2974,2717,2629,1602,646,27141,0,3,3,42,7,4,4,0,0,64,0,0,0,20,0,13,7,3,4,43,5,12,0,107,17,5,4,3,0,152,0,4,0,5,0,4,0,0,0,12,11,22,34,90,50,51,20,13,0,303,0,11,9,32,8,0,3,3,0,65,3,99,296,630,131,121,66,39,11,1392,0,0,0,7,12,12,14,3,5,57,0,3,3,12,4,3,7,5,3,46,20,174,255,652,460,635,518,346,131,3204,0,0,0,5,4,6,4,3,0,23,0,18,23,98,37,23,15,3,4,219
SED54203,0,0,0,37,21,10,0,0,0,70,0,0,0,4,0,3,0,0,0,14,0,0,0,8,3,6,0,0,0,21,0,11,11,118,37,30,10,12,0,226,103,187,190,570,219,201,118,48,18,1655,769,1333,1061,3383,1341,1273,767,296,72,10295,0,0,0,4,0,0,0,0,0,3,1334,2292,1614,4342,1938,1757,1108,417,65,14858,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,4,11,3,0,0,0,0,21,0,0,0,8,0,0,0,0,0,6,3,6,0,34,3,8,0,0,0,50,0,0,0,19,0,0,0,0,0,27,0,0,4,38,7,0,0,0,0,53,0,0,0,4,4,7,12,7,6,41,0,0,0,0,0,0,0,0,0,3,0,3,27,197,109,206,129,64,19,756,0,0,0,14,8,4,0,0,0,29,0,0,8,37,0,0,0,0,0,47
SED54304,0,7,61,141,74,67,66,20,10,443,0,0,5,18,4,10,3,0,0,44,0,0,17,44,13,6,5,0,0,81,8,52,127,855,136,100,77,45,20,1422,41,63,247,751,165,133,111,62,22,1592,1147,1849,3188,11297,3016,2536,1741,792,472,26042,0,0,0,28,0,5,6,0,0,39,2111,3075,3476,10263,3331,2787,1593,631,205,27483,0,0,15,29,3,0,3,0,0,52,0,0,0,44,8,11,13,5,0,89,4,10,36,360,29,6,0,0,0,439,5,0,5,10,6,5,4,0,0,27,0,0,22,142,30,26,14,3,0,242,0,3,10,74,10,4,0,0,0,103,9,23,424,835,125,110,62,34,11,1635,0,0,0,35,7,11,19,16,7,93,0,4,3,19,7,7,16,7,7,66,14,49,182,1139,538,631,384,151,51,3125,0,3,0,17,9,0,0,0,0,28,0,4,31,188,16,0,6,4,4,252
SED54403,0,0,4,37,4,0,0,0,0,51,0,0,0,3,9,3,4,0,0,17,0,4,17,38,20,10,0,0,0,94,0,15,25,196,51,31,16,3,0,350,162,470,349,1271,425,275,74,23,4,3066,1812,3545,2270,8283,2705,1678,541,132,29,20991,0,0,4,11,0,0,0,0,0,14,3389,5728,3470,10508,3572,2221,696,157,34,29768,0,5,5,17,5,0,0,0,0,23,0,0,0,6,7,0,0,0,0,16,0,0,0,31,3,5,0,0,0,38,0,0,0,17,0,0,0,0,0,16,0,4,4,48,7,10,6,0,0,78,0,0,0,14,0,5,0,0,0,18,0,3,9,146,26,11,4,0,0,203,0,0,5,6,0,4,3,5,0,24,0,3,0,9,0,0,0,0,0,19,3,30,58,444,213,290,59,25,0,1116,0,4,4,23,25,8,3,0,0,65,0,0,12,62,4,3,0,0,0,80
SED54505,0,3,13,48,38,15,11,5,0,138,0,0,0,8,6,4,9,3,0,42,0,0,6,17,22,23,5,7,3,82,9,103,80,212,118,104,81,48,24,783,11,55,49,104,57,58,59,78,39,511,918,3487,2942,5291,3303,2704,2635,1482,648,23426,0,0,0,10,8,6,0,0,0,30,1780,5215,3411,3509,2238,2111,2356,1304,542,22470,0,30,26,80,67,12,7,3,0,223,0,0,0,4,0,0,3,0,0,7,0,5,9,21,12,5,0,0,0,48,0,0,0,8,3,0,4,0,0,16,0,10,6,28,21,11,7,3,0,94,0,0,0,5,8,3,3,0,3,30,14,216,227,1162,476,290,172,43,20,2617,0,0,0,0,6,7,11,6,0,35,0,18,10,15,16,4,11,4,4,85,3,146,204,267,398,512,447,370,149,2499,0,0,0,3,6,0,7,0,0,19,0,0,6,19,8,3,3,0,4,49
SED54605,0,5,10,28,15,6,0,0,0,57,0,0,4,14,10,18,28,12,4,92,0,0,6,9,7,7,7,0,0,39,0,21,35,123,81,76,82,48,22,485,38,108,162,289,131,126,130,131,142,1256,912,2094,2097,4581,2583,2997,2660,1695,796,20415,0,0,0,5,0,0,0,0,0,4,1805,3746,3357,6071,3001,2934,2616,1304,523,25347,0,0,0,5,0,0,0,0,0,4,0,0,0,10,4,21,6,9,0,53,0,0,0,13,4,3,0,0,0,33,0,5,0,4,3,0,0,0,0,7,0,0,3,23,17,17,15,9,4,81,0,0,4,7,8,3,5,6,0,30,0,7,15,42,26,23,11,6,0,128,0,6,0,9,11,12,31,17,7,98,0,3,0,0,0,0,5,0,0,13,3,69,213,629,699,1435,1088,997,355,5495,0,0,0,5,0,0,5,0,0,9,0,0,0,21,0,4,6,0,4,38
SED54701,0,0,0,9,5,0,0,0,0,22,0,0,0,3,3,4,0,0,0,15,0,0,4,20,8,8,6,0,0,41,0,7,14,67,28,42,30,13,4,202,113,285,180,486,254,266,209,144,41,1984,1130,2440,1767,4427,2385,2586,2035,1186,469,18424,0,0,4,11,9,10,0,0,0,31,2052,4177,3021,6142,3553,3856,3065,1608,581,28048,0,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,8,0,0,0,0,0,9,0,0,6,20,7,15,5,3,0,57,0,0,0,5,0,0,0,0,0,8,0,0,5,22,15,4,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,16,29,201,172,359,283,233,74,1363,0,0,0,24,0,6,0,0,0,28,0,0,4,14,0,3,0,5,0,19
SED54804,0,0,4,19,11,19,10,3,0,69,0,0,0,24,5,3,5,8,4,46,0,3,9,42,18,28,16,11,0,120,5,43,47,468,127,99,65,43,14,909,42,62,99,418,100,89,112,99,105,1122,1341,2305,2406,8315,2873,2409,2006,1357,817,23827,0,0,0,5,5,0,0,0,0,11,2630,4058,3572,8924,3449,2698,2071,1316,697,29403,0,0,0,6,0,0,0,0,0,10,0,0,0,18,5,16,6,0,0,45,3,15,26,469,39,12,0,0,0,555,0,0,4,7,3,4,0,0,0,15,4,8,3,90,35,19,20,0,3,175,0,0,0,27,10,3,3,0,0,40,0,27,30,236,90,54,33,13,4,487,0,0,0,17,6,13,12,25,11,72,0,3,0,17,7,3,9,3,0,45,15,85,161,1047,498,531,428,279,136,3186,0,0,0,5,0,3,3,0,0,17,0,4,21,115,19,12,10,0,0,186
SED54905,0,6,15,49,30,29,8,6,0,139,0,3,4,10,9,11,5,0,0,41,0,0,11,30,18,23,14,0,0,97,5,30,88,406,133,105,84,54,19,925,35,56,92,264,93,112,124,121,136,1029,987,1911,2821,6215,2732,2757,2501,1374,789,22091,0,0,0,15,5,3,4,0,0,30,1853,3454,4475,6386,2893,2587,2561,1234,619,26065,0,3,6,26,0,3,0,0,0,38,0,0,0,17,0,10,3,3,0,37,0,7,4,78,8,9,0,0,0,99,0,0,5,10,8,4,4,0,0,29,0,5,9,54,19,24,16,9,0,131,0,0,0,21,12,8,8,10,0,59,7,41,98,363,105,129,50,18,9,811,0,0,0,4,3,12,14,7,9,51,0,5,3,23,8,3,8,4,0,51,13,70,133,465,392,597,482,305,142,2596,0,0,0,5,6,0,6,5,0,23,0,7,0,54,11,5,9,0,0,91
SED55005,0,5,8,47,20,13,4,3,0,107,0,4,0,4,7,6,11,3,0,37,0,9,28,52,34,16,0,0,0,138,6,88,120,342,162,107,57,23,13,914,42,119,90,252,93,68,74,69,47,839,1741,3954,3328,7762,3496,2537,1815,866,380,25878,3,45,114,342,87,46,22,7,0,673,3314,6473,4113,5864,2692,1762,1465,586,228,26492,0,20,18,110,50,17,5,4,0,235,0,0,0,16,6,0,6,0,0,30,0,0,0,13,3,0,0,0,0,19,0,0,4,16,21,3,6,0,0,52,0,3,10,13,10,9,3,8,0,52,0,0,3,9,17,4,8,0,0,42,0,85,208,748,361,175,102,9,9,1693,0,0,0,9,3,0,10,6,0,27,0,14,29,40,27,10,6,4,0,133,0,78,157,367,467,728,487,384,117,2782,0,0,0,11,8,5,4,0,0,35,0,0,0,3,10,4,0,0,0,29
SED55102,0,5,4,35,5,8,3,0,0,62,0,0,3,15,6,17,9,3,0,58,0,8,26,74,30,36,10,3,0,187,4,35,121,346,156,116,63,28,10,872,52,144,117,319,153,115,95,39,12,1044,1563,3781,2875,6934,3404,2774,1795,726,163,24016,0,3,9,46,11,3,0,0,0,76,3220,6933,4624,9100,4073,2813,1870,692,139,33471,0,3,6,8,3,0,0,0,0,21,0,0,0,16,0,3,0,0,0,27,0,4,4,16,9,0,0,0,0,24,0,4,0,8,4,0,4,0,0,19,0,8,9,20,10,12,13,3,0,82,0,0,0,5,3,3,0,3,0,18,0,3,3,40,14,13,6,0,0,79,0,0,0,8,5,3,21,15,5,63,0,0,14,11,5,0,3,0,0,32,4,70,255,645,777,995,609,367,75,3807,0,0,0,14,4,5,0,5,0,35,0,0,0,10,6,11,3,0,0,40
SED55202,0,4,4,60,28,23,14,6,0,142,0,0,0,7,3,10,11,5,0,50,0,0,8,30,5,9,3,0,0,65,6,58,101,338,139,86,87,56,9,887,83,180,135,360,130,110,121,114,109,1339,1596,3149,2883,6819,2890,2675,2378,1426,649,24456,6,69,159,581,115,64,19,9,0,1026,2959,4912,3572,5824,2600,2250,1991,991,374,25465,0,30,14,148,31,6,5,0,0,230,0,0,0,7,3,11,3,0,0,31,0,0,0,17,0,0,0,0,0,20,0,3,0,32,13,9,12,5,0,80,0,0,0,12,9,10,7,0,0,45,0,0,0,9,11,15,10,0,0,41,4,24,77,326,172,92,42,14,4,770,0,0,0,7,10,9,7,10,3,42,0,10,12,13,0,4,7,5,0,49,5,29,39,277,350,683,647,604,219,2865,0,0,4,21,5,7,6,4,0,46,0,0,0,13,8,9,3,0,3,37
