SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
SED10034,38080,39617,77692,2423,2419,4841,5375,4971,10350,2522,2328,4848,2274,2086,4359,4196,4452,8649,5105,5580,10686,5213,5633,10842,4636,4856,9483,3611,3875,7488,2041,2297,4338,678,1132,1810,37070,38679,75748,1008,932,1945,697,645,1342,21,13,36,8,22,36,728,681,1410,31217,31909,63122,6018,6811,12829,33516,34142,67660,3484,4151,7630,35495,36589,72087,870,852,1722,5218,4829,10047,2081,2017,4096,882,952,1841,954,1642,2597,17077,19387,36459,2047,1682,3724,7858,7485,15342,1575,1707,3283,607,621,1234,71,96,165,36622,38014,74630,968,1265,2238
SED10035,60189,57176,117359,3093,2784,5874,3772,3634,7401,2038,2017,4055,6457,6237,12697,18424,17567,35990,10887,9540,20424,6225,5528,11749,4357,4246,8601,2818,3030,5849,1544,1825,3363,575,782,1358,58232,55293,113525,1952,1887,3842,799,780,1579,19,26,44,15,19,36,834,821,1660,27238,24791,52031,29633,29476,59113,32884,28735,61618,23765,25281,49044,39729,37535,77264,803,744,1547,3534,3407,6941,1673,1732,3410,3764,3626,7387,5057,5377,10434,41367,40002,81371,2242,1667,3907,3919,3296,7220,908,892,1794,1004,1254,2258,448,585,1037,55309,52859,108167,4888,4168,9056
SED10036,44865,45434,90295,3202,2974,6178,6938,6694,13632,3289,3078,6372,3276,2886,6160,5833,5986,11819,6136,6492,12631,5750,6136,11889,5027,4945,9975,3182,3339,6520,1683,1909,3586,548,988,1534,43786,44522,88306,1078,909,1986,710,782,1488,7,7,16,17,18,32,731,800,1534,26370,25927,52298,16239,17414,33653,22154,21583,43737,20027,21205,41227,38759,39174,77930,885,840,1724,6454,6271,12725,2591,2543,5133,1235,1299,2527,1199,1907,3102,19882,21295,41185,2203,1890,4095,6599,5985,12583,1724,1680,3396,1404,1847,3251,646,826,1469,41852,42816,84665,2906,2513,5423
SED10037,41351,42260,83609,2274,2178,4457,6071,5545,11616,2772,2604,5375,2493,2230,4718,4045,4217,8260,5902,6338,12238,6108,6490,12600,5109,5294,10406,3714,4087,7798,2219,2369,4590,638,908,1550,40437,41340,81781,911,919,1826,307,282,585,6,5,5,5,3,8,313,294,606,26008,25416,51417,14413,15925,30345,28490,27874,56366,11750,13285,25035,35665,35885,71551,789,799,1588,5892,5401,11292,2427,2340,4766,1325,1275,2600,1410,2230,3639,23407,24738,48147,1728,1547,3269,4817,5010,9826,1215,1297,2511,611,657,1269,219,265,485,40064,41023,81077,1085,1161,2237
SED10038,40139,42141,82275,2370,2217,4580,5522,5236,10758,2770,2720,5490,2886,2637,5521,4532,4484,9016,5032,5528,10559,5272,5626,10897,4837,5187,10015,3764,4284,8052,2312,2758,5069,851,1468,2319,38854,40864,79726,1281,1275,2553,1010,1063,2072,17,15,31,13,23,32,1040,1095,2132,31370,32528,63901,7335,8124,15459,33651,35006,68661,4929,5425,10347,36141,38122,74263,812,788,1596,5293,4993,10285,2238,2304,4537,1422,1458,2878,1408,2033,3435,17742,19682,37420,2164,1823,3997,7564,7561,15127,2032,2289,4318,1078,1361,2438,153,210,357,37868,39641,77506,1892,2239,4132
SED10039,39088,39973,79058,2348,2120,4471,4946,4690,9635,2231,2224,4456,2146,1884,4031,4592,4535,9129,4487,4498,8985,4514,4849,9367,5224,5629,10858,4999,5281,10277,2738,2904,5637,863,1350,2215,37444,38541,75990,1644,1431,3072,1865,1783,3654,41,46,82,26,32,60,1932,1864,3796,32076,32493,64569,5192,5689,10878,34683,36033,70713,1798,2106,3906,35146,36615,71758,829,709,1540,4653,4392,9047,1599,1679,3275,559,697,1256,844,1604,2450,13683,15899,29585,2406,2223,4630,9409,9474,18884,2447,2498,4945,1200,1132,2332,102,93,198,35900,37563,73464,3143,2372,5509
SED10040,46596,47129,93723,2559,2311,4869,4847,4540,9394,2317,1994,4308,4277,3648,7929,8932,8390,17323,6561,6654,13214,5052,5735,10781,5088,5538,10631,3810,4254,8062,2171,2537,4711,980,1518,2501,45736,46196,91928,864,935,1794,231,224,454,6,11,16,14,17,34,250,251,503,19616,18504,38118,25087,26884,51970,14616,13533,28145,29537,31100,60635,32887,33629,66516,732,661,1395,4564,4284,8847,1964,1783,3744,2463,2099,4562,2622,3169,5791,27669,27780,55446,1516,1443,2963,4289,4288,8577,1184,1304,2491,1533,2053,3578,634,971,1608,44325,44619,88947,2371,2632,5002
SED10041,41803,45021,86822,2269,2042,4314,6262,5960,12223,3026,2876,5902,2419,2226,4642,3828,4120,7950,6040,6817,12857,5877,6636,12520,4812,5143,9960,3538,4189,7733,2468,3021,5487,1253,1986,3235,40694,43809,84500,1110,1208,2322,112,105,217,17,9,27,6,8,15,134,125,257,23113,23590,46700,17719,20420,38140,26094,26766,52862,14485,16932,31411,34678,36446,71123,839,787,1623,6078,5804,11880,2791,2708,5501,1505,1398,2897,1354,2145,3497,26914,28842,55756,1310,1559,2870,2457,3379,5832,887,1096,1984,431,500,934,139,207,349,39965,42591,82562,1514,2213,3723
SED10042,38981,40725,79707,2249,2129,4386,4763,4437,9201,2263,2228,4489,2336,2085,4418,4334,4522,8862,4336,4497,8836,4758,4916,9671,5059,5589,10646,4863,5340,10201,3014,3420,6432,1009,1564,2573,37267,39113,76381,1713,1613,3326,2333,2278,4613,52,30,83,37,38,80,2425,2347,4774,33157,34374,67529,4219,4772,8990,35594,36990,72588,1673,2012,3690,36006,37680,73683,707,708,1412,4507,4239,8750,1543,1621,3167,704,767,1477,901,1611,2512,12620,14662,27282,2622,2400,5025,10534,10662,21197,2938,3058,5998,1350,1318,2672,135,125,262,36508,38144,74650,1858,2134,3990
SED10043,49236,46773,96008,3663,3378,7044,7226,6718,13948,3063,2959,6018,3598,3093,6689,8086,7080,15163,6946,6390,13334,5249,5372,10611,5001,5077,10080,3611,3571,7180,2050,2100,4146,745,1040,1786,48263,45911,94174,971,865,1843,210,235,439,9,14,21,6,11,24,222,267,490,21123,20673,41796,24540,22852,47389,11846,11067,22912,33400,31929,65325,36560,36574,73140,887,833,1719,6458,6049,12505,2376,2446,4822,1734,1423,3160,2634,2353,4993,22789,21422,44210,1732,1656,3387,5224,4849,10076,1557,1578,3136,2307,2505,4815,1308,1603,2910,45632,43437,89074,3329,3082,6406
SED10044,43397,45799,89194,2505,2508,5019,5660,5172,10834,2515,2257,4771,2478,2194,4671,6424,6797,13224,6979,7599,14576,5839,6214,12049,4577,5072,9649,3521,3982,7498,2073,2457,4538,814,1552,2363,41860,44119,85979,1542,1680,3218,195,177,375,4,5,11,9,3,8,210,189,397,26327,26557,52880,15720,17733,33453,29178,29000,58178,12527,14745,27272,36406,37682,74086,865,794,1662,5457,5018,10481,2309,2099,4407,1422,1236,2651,1658,2507,4163,27502,29036,56544,1460,1391,2850,3061,3801,6869,920,962,1880,580,722,1296,157,221,384,40998,43118,84111,2305,2793,5098
SED10045,37661,39095,76751,1780,1706,3492,4745,4576,9319,2272,2113,4379,1822,1693,3510,3502,3731,7229,3988,4528,8519,4861,5271,10129,6065,6231,12301,5448,5319,10767,2378,2667,5047,796,1256,2052,36094,37662,73759,1562,1429,2996,1930,2023,3957,46,46,99,86,82,167,2065,2155,4224,30379,31394,61775,3909,4307,8220,32849,33920,66769,1615,1956,3568,33309,34662,67969,544,498,1038,4237,4084,8314,1485,1459,2947,428,524,947,915,1802,2717,12516,14664,27182,2345,2365,4715,9097,9057,18147,2578,2342,4919,1546,1256,2798,91,104,194,34093,35425,69517,3830,3970,7797
SED10046,48025,48960,96982,3391,3181,6575,7199,6783,13978,3533,3275,6807,3674,3580,7255,6879,7385,14265,6635,6971,13606,5971,6205,12180,5624,5704,11325,3256,3487,6741,1475,1765,3236,396,619,1012,47080,48109,95186,948,853,1798,849,908,1758,15,23,41,27,31,51,889,962,1852,22283,21633,43922,22475,24120,46598,16230,15429,31659,28085,29764,57851,38314,39023,77337,743,700,1441,6469,6103,12577,2635,2618,5249,1304,1549,2853,1548,2410,3961,20308,21525,41829,2329,2105,4430,6239,5643,11885,2017,2065,4075,2194,2679,4872,1367,1911,3277,44988,45974,90958,3300,3220,6522
SED10047,59862,60690,120554,5433,5093,10522,9692,9293,18981,3657,3487,7145,3866,3770,7633,9126,10328,19451,9943,9834,19785,6831,6541,13372,5235,5406,10644,3797,4203,7992,1875,2080,3960,395,660,1060,58562,59590,118151,1299,1101,2401,3444,3514,6957,75,73,150,75,70,144,3592,3662,7252,37772,37799,75577,18128,18937,37066,37296,37538,74835,17625,18486,36115,49304,49906,99210,1350,1337,2686,8801,8421,17225,2466,2547,5010,995,1171,2165,1530,2624,4160,21101,23755,44853,2922,2869,5789,10993,10345,21339,3096,3020,6116,1988,1956,3946,402,524,926,55380,56685,112067,4244,3965,8201
SED10048,55415,56994,112411,4626,4337,8965,8577,8360,16936,3466,3262,6728,3573,3368,6940,7717,9018,16732,9208,9323,18530,6529,6484,13009,5716,6026,11749,3975,4256,8227,1642,1850,3493,383,716,1104,54373,56041,110414,1044,957,2000,1376,1454,2834,32,31,57,21,22,45,1423,1509,2940,30052,30109,60161,22809,24235,47050,27011,26947,53956,25284,26599,51884,46099,46773,92865,1210,1073,2283,7916,7706,15626,2656,2613,5267,1293,1437,2727,1841,2784,4628,25158,26748,51904,2550,2286,4836,8002,8043,16047,2195,2217,4416,1382,1584,2966,443,650,1095,52624,54030,106658,2601,2772,5370
SED10049,43917,46310,90226,3175,3039,6220,6703,6345,13049,2830,2739,5568,2720,2755,5471,6251,6687,12943,5852,6193,12042,5272,5717,10990,4713,5226,9936,3887,4292,8181,1984,2354,4334,525,962,1494,42279,44975,87258,1631,1336,2968,3088,3348,6437,71,73,144,81,83,160,3235,3507,6738,38212,40232,78446,3934,4360,8290,39812,41912,81723,2306,2661,4969,40738,42979,83714,995,974,1969,6339,6014,12352,1968,2018,3989,755,983,1737,1175,2214,3387,13786,16480,30263,3035,2740,5782,11155,11220,22375,2895,3275,6166,1374,1400,2778,135,109,242,41794,44361,86155,1699,1845,3537
SED10050,40714,42487,83208,2420,2380,4796,5473,5174,10652,2364,2333,4704,2042,2019,4059,5731,6412,12140,6159,6533,12692,6232,6527,12759,4847,4839,9690,3049,3302,6353,1789,2017,3803,609,948,1558,39205,40942,80149,1508,1551,3062,202,190,386,13,9,24,10,3,17,224,200,421,25920,26328,52245,13509,14877,28380,33515,34106,67626,5739,6984,12718,34023,35415,69439,845,812,1653,5291,5001,10288,2076,2143,4217,1089,1049,2142,1358,2125,3485,25321,26635,51958,1491,1558,3047,3306,3896,7205,900,976,1870,444,462,903,91,95,190,38514,40246,78763,1462,1531,2986
SED10051,43223,44349,87573,2485,2384,4862,5095,4863,9954,2387,2168,4565,2742,2615,5353,6532,6481,13012,6513,6639,13151,5910,6077,11980,4930,4999,9937,3574,4082,7659,2229,2744,4978,818,1304,2118,41936,43198,85137,1292,1146,2438,1171,1123,2297,13,13,30,33,35,57,1214,1169,2384,24932,24602,49531,16108,17661,33765,26965,27047,54014,12840,14847,27685,33978,35832,69812,773,744,1514,4783,4601,9380,1977,1896,3873,1311,1382,2693,1758,2424,4179,22992,25107,48103,1763,1551,3313,5051,4845,9891,1286,1438,2722,1060,1373,2435,273,392,661,39589,41804,81388,3139,2154,5287
SED10052,38933,41114,80039,2305,2246,4553,5162,4860,10023,2360,2278,4634,2240,2044,4288,4607,4742,9352,5240,5638,10881,5290,5561,10857,4622,4991,9612,3744,4159,7904,2361,2981,5344,1000,1614,2612,37994,40188,78179,934,927,1861,489,494,981,11,4,15,6,9,20,506,510,1016,28467,29557,58018,9131,10285,19417,29741,30772,60509,7705,8832,16533,35144,36974,72121,819,779,1597,4966,4674,9640,1985,2005,3992,900,944,1847,1045,1600,2641,19087,20920,40007,1922,1623,3549,6592,6919,13511,1445,1762,3203,791,990,1783,181,207,383,37096,39066,76161,1622,1922,3543
SED10053,43031,41937,84972,2626,2604,5228,5662,5019,10678,2414,2224,4638,2370,2184,4558,6058,6098,12156,5701,5776,11480,6080,6133,12213,5763,5446,11212,3986,3747,7731,1858,1971,3825,518,736,1253,41155,40262,81417,1881,1674,3555,1419,1313,2732,43,23,66,27,33,58,1483,1372,2854,33323,32317,65639,7264,7320,14581,35478,34663,70142,4911,4966,9881,37942,37282,75222,764,711,1479,5318,4724,10035,1791,1697,3484,683,773,1462,1462,2278,3738,19480,20898,40377,2250,2073,4323,7457,6480,13938,1774,1570,3349,1186,1063,2252,133,140,273,39767,39238,79003,6253,5071,11328
SED10054,46568,47913,94476,3558,3383,6943,7450,7242,14688,3363,3166,6530,3533,3231,6761,6369,6954,13321,6603,6788,13392,5784,5957,11739,5026,5236,10265,3194,3597,6789,1336,1544,2881,358,806,1162,45692,47159,92850,873,755,1625,1837,1988,3820,21,30,54,33,33,69,1894,2051,3944,23715,23530,47248,19779,21098,40870,22039,21792,43833,21077,22467,43544,37664,38400,76060,840,776,1612,6690,6478,13167,2408,2437,4847,1171,1286,2463,1374,2127,3504,19623,20989,40611,2182,2122,4303,6896,6498,13394,2001,2027,4032,1554,1811,3361,534,753,1287,43480,44447,87926,3031,3493,6530
SED10055,43580,44045,87629,3066,2873,5938,6778,6395,13169,3263,3136,6400,3056,2825,5882,5589,5861,11451,6012,6400,12416,5678,6101,11784,5249,5411,10663,3401,3320,6727,1216,1284,2498,269,441,711,42720,43260,85981,861,789,1643,1112,1117,2225,22,18,32,12,18,34,1141,1153,2289,29911,29889,59799,12150,12674,24826,28841,28529,57367,12988,13750,26742,39332,39763,79095,944,884,1825,6397,6044,12441,2543,2575,5118,1064,1154,2220,874,1654,2530,17326,19645,36975,2397,2077,4475,8837,7780,16623,2029,1867,3903,1314,1423,2736,417,557,970,42015,42592,84603,1351,1305,2651
SED10056,43080,42842,85919,2561,2459,5016,5571,5291,10864,2641,2482,5124,2190,2015,4210,5166,5111,10279,4641,4781,9432,5272,5286,10555,5880,5916,11797,5298,4950,10242,2881,3129,6005,966,1420,2392,40885,41014,81898,2192,1830,4018,2328,2416,4741,52,31,78,34,40,77,2413,2487,4895,33373,33414,66785,5401,5439,10833,34350,34478,68829,4705,4625,9328,35898,36188,72084,682,663,1343,4966,4737,9706,1706,1738,3436,364,489,855,636,1393,2029,11202,13973,25175,3768,3687,7456,10001,8746,18747,3329,2785,6114,2502,1982,4490,274,277,546,37888,38008,75897,5415,4724,10130
SED10057,36588,38990,75579,1579,1636,3207,4269,4050,8313,1925,1835,3756,1503,1338,2849,2926,3309,6233,3201,3612,6816,4139,4459,8601,5531,6200,11726,6438,6640,13079,3884,4037,7924,1196,1875,3075,34683,37332,72015,1904,1659,3561,2713,2827,5545,57,51,111,43,44,84,2817,2917,5736,30220,32127,62347,3584,3979,7563,32854,34911,67767,1176,1420,2595,33105,35283,68392,482,500,985,3878,3647,7515,1193,1244,2443,232,354,581,499,1233,1733,9948,11642,21586,2202,2223,4422,10566,11264,21834,3366,3519,6879,1846,1621,3471,86,89,177,33528,35878,69404,3319,3516,6839
SED10058,39119,40554,79670,1917,1881,3797,4061,3760,7818,1848,1804,3652,3029,3392,6420,6685,6745,13432,5205,5169,10377,4870,5036,9899,4871,5067,9934,4011,4183,8185,1969,2307,4280,663,1216,1877,37140,38632,75777,1978,1921,3896,1445,1401,2846,23,39,58,32,25,56,1496,1467,2964,31942,33101,65041,5229,5681,10911,34022,35322,69343,3056,3367,6421,35110,36533,71639,641,596,1230,3872,3588,7463,1396,1435,2830,1290,1765,3056,1899,2665,4560,19195,21153,40347,2078,1802,3882,6943,6893,13836,1788,1913,3702,924,1019,1943,144,138,287,35829,37583,73417,2715,2454,5170
SED10059,41704,38610,80313,1430,1285,2715,2382,2229,4614,1393,1553,2946,4102,4741,8842,11365,10912,22274,7274,6083,13360,5537,4482,10020,4141,3264,7405,2486,2215,4704,1210,1272,2487,388,560,954,39854,36586,76441,1856,2018,3876,665,633,1300,13,9,27,17,18,34,698,660,1357,24026,22008,46035,14914,14505,29417,29469,26108,55576,9372,10290,19658,31849,29426,61269,414,382,792,2272,2117,4393,1179,1358,2534,2410,2878,5286,3435,3870,7305,29312,28033,57350,1340,1022,2361,2656,2128,4782,688,575,1260,647,718,1359,252,286,531,36231,33922,70146,5003,4056,9055
SED10060,36943,41950,78893,1780,1779,3558,3405,3323,6726,1566,1476,3048,1839,2106,3939,6817,7840,14653,6063,6712,12771,4806,5607,10411,4266,4891,9161,3427,4288,7710,2284,2828,5110,694,1109,1805,35203,39965,75166,1735,1989,3725,149,132,276,6,13,16,4,4,8,160,145,298,21189,23392,44579,14271,16902,31176,27681,30197,57878,7661,9956,17621,29901,33487,63384,572,534,1105,3260,3182,6437,1437,1332,2766,967,1067,2038,1653,2640,4289,26567,30095,56658,1005,1323,2324,1815,2652,4472,528,596,1123,235,273,503,62,110,168,34256,38942,73200,1888,2092,3984
SED10061,38913,40629,79541,2274,2055,4322,5123,5115,10241,2457,2740,5195,2424,2387,4807,4488,4718,9207,4124,4341,8466,4558,4943,9502,5338,5441,10782,4617,4633,9251,2766,3023,5787,745,1237,1980,36916,38681,75596,2000,1949,3942,3855,4172,8026,54,62,118,70,85,153,3981,4320,8300,30678,31870,62545,3621,3997,7618,32215,33736,65953,2184,2364,4544,32636,34183,66820,635,600,1234,4409,4398,8804,1500,1716,3214,599,862,1465,1001,1816,2823,11971,14887,26860,2073,2147,4221,8584,8230,16813,2634,2378,5008,1940,1511,3447,209,193,397,33487,34902,68390,5743,5780,11525
SED10062,38647,40460,79109,2151,1940,4090,4814,4593,9409,2425,2230,4658,2603,2469,5070,4899,4796,9694,5037,5442,10482,5035,5564,10594,4938,5294,10233,3730,4090,7822,2140,2543,4680,862,1512,2377,37772,39551,77327,875,906,1786,297,356,651,3,6,10,0,6,4,301,359,660,23687,23980,47666,13585,15032,28614,21210,21093,42299,15857,17522,33371,32764,34157,66920,720,619,1337,4605,4367,8972,2081,1974,4057,1302,1286,2586,1269,1779,3051,21214,22323,43545,1570,1383,2954,4791,5175,9967,1267,1455,2727,1005,1302,2310,305,433,740,36898,38398,75299,1375,1700,3075
SED10063,39788,41174,80956,2775,2490,5261,5997,5697,11697,2585,2370,4954,2182,2123,4305,4621,5044,9663,4583,4992,9573,4730,4951,9684,4835,5064,9896,4243,4367,8607,2438,2779,5219,802,1300,2104,37858,39620,77472,1930,1551,3482,3416,3513,6924,47,55,97,68,51,118,3524,3611,7141,33772,34876,68652,3191,3456,6644,35130,36468,71592,2019,2105,4116,35872,37154,73026,764,735,1494,5546,5239,10789,1753,1696,3450,442,650,1093,920,1674,2593,12060,15124,27188,2280,2255,4537,9542,9117,18660,2671,2422,5090,1757,1433,3183,165,110,280,36238,37790,74028,3842,3663,7503
SED10064,38229,39375,77605,1958,1856,3813,4701,4539,9234,2184,2063,4245,1640,1505,3147,3562,3624,7186,3645,3842,7480,4399,4855,9261,5861,6442,12309,6191,5939,12129,3151,3300,6452,939,1410,2346,36402,37728,74133,1825,1652,3476,3464,3489,6949,49,43,84,83,84,168,3596,3608,7203,31629,32394,64020,3362,3754,7114,33656,35202,68855,1023,1304,2325,33814,35503,69317,586,550,1132,4174,4043,8220,1351,1386,2737,247,399,646,593,1534,2129,10145,12720,22867,2394,2256,4649,10183,10223,20404,3373,3167,6545,1882,1652,3529,118,72,190,34264,36022,70286,4461,3933,8395
SED10065,56783,55285,112070,3743,3528,7273,6766,6382,13150,2522,2246,4771,4059,3632,7693,11585,11152,22740,10679,9619,20294,6012,6324,12332,5347,5579,10927,3637,3865,7498,1749,2021,3767,678,938,1622,55516,54149,109666,1266,1131,2404,418,382,792,18,21,36,15,12,24,451,407,856,22926,21775,44702,30826,30785,61616,21076,19243,40323,32380,32944,65323,37795,37114,74908,1089,1005,2095,6343,5951,12293,2151,1937,4089,2225,2035,4265,3103,3941,7045,33969,33298,67273,1826,1576,3402,4585,4423,9008,1301,1392,2686,1094,1238,2331,508,643,1145,53117,51870,104987,3391,3136,6520
SED10066,41325,43249,84578,2844,2548,5386,5583,5286,10873,2522,2386,4910,2957,2973,5931,6155,6536,12689,5811,5997,11803,5079,5283,10361,4312,4792,9114,3578,4120,7696,1930,2307,4237,553,1021,1577,40201,42257,82457,1126,991,2115,2072,2235,4309,43,35,76,28,25,55,2141,2295,4439,31038,31955,62995,7938,8733,16664,33580,34498,68073,5298,6067,11365,36220,37635,73857,858,737,1591,5211,4907,10119,1803,1783,3589,854,1040,1890,1143,2051,3196,15540,17760,33303,2441,2306,4749,9067,8914,17983,2322,2377,4703,1097,1281,2376,180,211,391,38723,40387,79107,2701,2998,5693
SED10067,36693,38578,75271,1835,1748,3586,4859,4626,9482,2407,2252,4662,1972,1768,3739,3117,3011,6134,3939,4506,8443,5222,5660,10881,5150,5459,10608,4322,4649,8967,2831,3155,5986,1033,1742,2778,35378,37241,72625,1314,1336,2646,275,246,517,9,6,18,14,10,20,297,259,556,26820,27795,54616,8602,9425,18031,32171,33382,65550,3072,3615,6692,32994,34532,67531,681,638,1321,4661,4450,9114,2051,1953,4004,914,907,1820,778,1402,2180,19796,21138,40929,1830,1811,3638,5215,5723,10937,1198,1219,2422,451,521,975,64,77,141,34601,36188,70795,1716,2098,3815
SED10068,38785,41971,80749,1758,1614,3370,4446,4366,8811,2303,2182,4487,1754,1742,3494,3255,3485,6740,3739,4142,7875,4503,5113,9623,5340,6262,11604,6349,6680,13034,4008,4467,8476,1323,1913,3233,36952,40232,77184,1825,1735,3564,1941,1988,3933,31,32,63,34,44,75,2003,2063,4071,31845,34438,66284,4880,5471,10352,35375,38270,73647,1521,1821,3342,35498,38495,73992,556,507,1064,4196,4117,8316,1643,1670,3312,524,700,1227,878,1721,2600,13447,15741,29187,2510,2598,5098,9938,10956,20902,3078,3114,6188,1515,1386,2903,76,80,157,36284,39259,75542,2814,3062,5879
SED10069,37710,38713,76424,1744,1731,3476,4644,4393,9035,2311,2035,4342,1839,1719,3549,3402,3458,6855,3682,3951,7634,4546,4832,9372,5492,5816,11307,5701,5983,11681,3497,3566,7066,862,1241,2101,35874,37103,72967,1836,1614,3452,2359,2383,4746,50,41,94,49,50,98,2460,2480,4930,31103,31866,62975,4521,4887,9410,34223,35132,69358,1435,1621,3053,34421,35372,69793,555,553,1104,4308,4101,8409,1543,1455,3002,458,533,991,653,1382,2037,11526,13015,24541,2680,2397,5079,10572,10696,21270,2910,3039,5951,1407,1234,2641,101,93,194,34977,36205,71185,2270,2279,4551
SED10070,44147,44456,88607,2831,2643,5468,6312,5971,12281,2688,2585,5269,2858,2515,5370,5871,5800,11674,6713,6740,13453,5408,5313,10721,4750,5032,9779,3853,4395,8241,2157,2426,4582,722,1040,1766,43363,43661,87025,785,796,1580,357,442,798,21,20,44,5,12,15,387,472,859,20724,20350,41071,21375,22177,43555,17040,16378,33413,24587,25468,50058,35036,35671,70703,850,699,1553,5850,5569,11417,2174,2230,4404,1236,1204,2440,1394,2009,3402,20093,20457,40548,1858,1597,3453,5984,5821,11807,1852,1879,3740,2191,2557,4748,942,1413,2349,41930,42053,83983,2140,2332,4469
SED10071,61414,60915,122335,4961,4719,9685,10461,9868,20331,3970,3627,7599,3881,3589,7467,8507,9250,17759,12567,12287,24854,7830,7491,15319,4741,4989,9724,3022,3354,6375,1195,1329,2525,275,411,683,60662,60217,120889,752,691,1448,1087,821,1908,19,17,38,27,19,45,1130,864,1987,31380,30293,61673,27946,28786,56735,29189,28993,58185,28617,29729,58343,49307,49221,98526,1532,1486,3018,9982,9462,19450,3258,3165,6421,1627,1753,3379,1917,2879,4798,31417,33163,64579,2253,2066,4319,6495,6244,12735,1595,1566,3153,895,1059,1950,249,394,645,58174,59113,117286,3126,1755,4883
SED10072,46699,47260,93963,2646,2517,5155,4432,4231,8662,2103,2015,4111,3567,3212,6780,9552,9565,19118,7273,6946,14220,5516,5808,11329,4731,5024,9756,3622,3905,7528,2293,2729,5020,972,1302,2277,45602,46227,91831,1098,1034,2129,323,354,678,18,13,28,8,14,19,349,378,726,22551,22133,44682,21533,22579,44106,19633,18625,38269,23961,25573,49540,34602,35321,69926,753,710,1463,4122,3928,8046,1695,1728,3421,1906,1692,3598,2791,3533,6328,26392,26845,53234,1974,1734,3706,5108,5093,10200,1250,1266,2517,1455,1970,3426,578,812,1393,43734,44443,88175,2726,2652,5380
