LGA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
LGA56300,10,39,102,241,136,19,7,4,563,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,7,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,15,6,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,50,109,249,132,20,11,14,604
LGA56370,0,0,27,110,82,20,9,0,247,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,119,82,20,9,3,262
LGA56460,3,33,207,764,519,103,17,29,1667,0,21,81,20,0,0,0,9,133,0,0,0,0,0,0,0,0,0,0,21,81,20,0,0,0,9,133,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,60,292,791,523,105,17,36,1819
LGA56580,7,18,371,1738,2681,1136,223,36,6202,3,44,242,205,29,0,0,8,537,0,34,98,176,62,0,0,0,379,3,78,338,382,98,6,0,7,917,0,37,200,35,0,0,0,0,285,0,18,16,0,0,0,0,0,34,0,24,74,48,0,0,0,4,150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,83,287,82,3,0,4,6,474,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,10,187,999,2208,2780,1142,223,53,7602
LGA56620,0,0,44,212,35,0,0,10,308,0,6,7,5,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,6,7,5,0,0,0,3,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,13,0,5,56,224,36,0,0,13,340
LGA56730,4,73,501,1731,1202,203,58,77,3858,0,23,81,26,3,0,0,12,146,0,0,3,0,4,0,0,0,11,0,24,84,26,8,0,0,12,154,0,0,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,12,0,0,0,0,0,16,0,10,15,0,0,0,0,0,32,0,0,4,0,6,0,0,4,17,15,107,617,1763,1210,204,59,91,4070
LGA56790,9,32,164,486,272,33,12,23,1029,0,6,21,17,5,0,0,0,47,0,0,10,7,3,0,0,0,30,0,5,30,27,7,0,0,4,77,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,5,24,6,11,3,0,0,0,51,0,0,6,10,0,0,0,0,19,11,62,205,535,285,36,20,43,1191
LGA56860,0,4,22,36,21,7,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,23,36,21,7,0,3,93
LGA56930,0,4,12,80,152,110,41,8,404,0,3,0,0,0,0,0,0,8,0,0,10,35,0,0,0,0,53,0,5,12,35,6,0,0,0,54,0,0,12,8,0,0,0,0,24,0,15,24,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,8,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,54,127,158,110,41,8,523
LGA57000,0,4,17,62,45,4,5,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,0,5,17,60,45,4,0,9,139
LGA57080,3,16,52,166,96,25,4,0,371,0,5,33,14,4,0,0,0,52,0,45,217,406,71,10,9,6,767,0,47,247,418,70,13,9,6,819,6,143,274,61,0,0,0,9,484,45,511,773,267,15,0,0,23,1632,76,931,1934,659,32,5,0,39,3676,124,1390,2847,859,22,0,7,55,5308,0,0,0,0,0,0,0,0,0,255,2971,5831,1843,75,3,11,128,11107,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,6,27,263,3046,6127,2429,244,40,26,146,12329
LGA57140,0,17,85,186,98,16,5,4,424,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,88,189,98,16,5,4,432
LGA57210,10,56,317,848,547,89,36,39,1939,0,13,12,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,13,12,0,3,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,8,8,0,0,0,0,24,0,0,0,0,4,0,0,0,0,17,83,332,855,553,90,36,42,2001
LGA57280,9,113,216,1623,1247,134,24,57,3419,0,112,185,275,56,4,0,19,644,0,15,54,122,49,6,0,5,249,0,127,235,395,102,4,0,25,888,4,75,134,45,0,0,5,4,266,0,23,79,11,0,0,0,0,116,0,24,33,17,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,119,241,76,0,0,3,5,452,9,31,5,13,0,3,0,3,69,3,11,9,3,3,3,5,0,34,25,404,707,2104,1361,149,28,89,4872
LGA57350,0,5,33,159,86,11,0,5,296,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,10,33,163,92,11,0,12,313
LGA57420,4,36,111,318,214,33,3,21,740,0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,0,6,6,0,0,0,7,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,13,0,16,5,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3,7,54,124,328,220,33,3,21,786
LGA57490,22,207,1370,12743,25891,2645,373,528,43771,4,191,943,894,51,0,0,65,2168,3,54,228,254,35,5,0,8,578,8,251,1177,1148,84,5,0,73,2745,0,114,635,236,24,0,0,39,1046,0,24,149,9,0,0,0,4,190,0,48,163,61,0,0,0,3,275,0,0,15,14,0,0,0,0,27,0,3,5,8,14,3,0,0,40,0,195,966,325,42,4,0,46,1582,25,128,100,9,7,0,0,9,271,0,6,6,5,25,4,0,15,56,51,784,3615,14231,26044,2655,375,675,48428
LGA57630,0,0,10,17,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,8,12,19,3,0,0,0,43
LGA57700,13,50,283,2286,6188,811,208,135,9959,0,10,12,48,5,0,0,0,74,0,0,0,0,0,0,0,0,0,0,10,12,48,5,0,0,0,74,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,3,17,0,0,24,3,0,0,0,3,36,0,8,48,36,4,3,0,9,112,0,3,3,3,8,0,0,0,26,12,77,372,2375,6209,812,206,147,10211
LGA57770,0,15,43,138,54,3,3,12,264,0,11,4,3,0,0,0,0,17,0,0,0,3,0,0,0,0,3,0,11,4,9,0,0,0,0,20,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,5,26,8,11,11,0,0,6,69,0,0,0,0,0,0,0,0,4,11,50,54,156,64,4,4,18,360
LGA57840,5,65,803,3215,3580,829,150,66,8709,4,127,1428,994,124,9,0,34,2717,0,197,930,1937,305,35,8,39,3450,4,318,2356,2930,434,48,11,72,6163,5,135,534,177,32,3,7,5,895,0,210,474,90,5,0,0,4,781,0,139,201,232,3,0,0,4,580,0,79,315,117,5,3,0,0,529,0,0,0,0,0,0,0,0,9,5,563,1525,624,47,7,3,16,2787,0,0,0,0,0,0,0,0,4,0,3,7,6,0,0,0,3,24,11,955,4686,6764,4059,883,165,167,17690
LGA57910,26,300,3067,24802,19493,3618,535,543,52380,21,1174,7207,12540,718,62,20,333,22070,10,343,1864,3521,945,54,7,66,6817,28,1520,9073,16067,1669,116,24,399,28890,21,1154,3578,505,23,0,4,83,5370,13,548,1450,185,0,0,0,32,2227,3,247,512,162,0,0,0,23,956,0,44,157,98,6,0,0,7,316,0,13,16,7,3,0,0,5,46,35,2013,5721,954,32,3,6,145,8917,11,31,8,10,11,0,0,3,63,0,7,6,20,6,0,0,8,61,96,3875,17874,41851,21208,3736,567,1107,90318
LGA57980,0,42,517,1602,1021,222,27,11,3441,4,37,126,118,14,0,0,5,297,4,93,371,524,52,0,0,8,1057,7,128,493,640,66,4,0,7,1349,0,244,393,72,0,0,0,9,714,36,329,428,88,8,3,0,11,911,15,433,504,101,0,0,0,10,1069,0,0,34,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,55,1006,1362,263,9,3,0,32,2726,0,5,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,4,62,1179,2376,2510,1101,225,28,54,7534
LGA58050,54,207,1632,16555,24588,2697,508,556,46792,6,323,1072,2047,183,10,5,88,3735,0,77,365,378,43,0,0,15,885,6,406,1439,2421,226,10,4,97,4616,0,87,189,73,3,0,0,12,366,0,62,265,19,0,0,0,3,357,0,24,64,8,0,0,0,0,100,0,14,33,3,0,0,0,0,53,0,19,23,10,8,6,4,4,71,3,207,579,120,9,6,4,21,946,27,95,82,16,6,0,0,12,238,4,10,8,25,16,0,4,12,71,92,924,3737,19131,24848,2715,519,694,52666
LGA58190,0,0,28,58,37,3,5,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,58,37,3,5,4,136
LGA58260,0,9,25,84,59,10,4,0,191,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,10,33,84,60,11,3,4,205
LGA58330,10,53,247,692,490,115,42,58,1707,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,8,26,3,0,0,0,3,0,0,6,9,11,63,256,699,496,117,42,68,1749
LGA58400,0,4,21,60,29,3,0,0,125,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,24,58,27,4,3,0,131
LGA58470,0,0,6,22,6,0,0,0,35,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,9,0,0,0,0,11,0,0,12,30,12,0,5,0,57
LGA58510,11,137,1147,4499,2054,331,102,73,8361,26,231,606,1368,108,8,6,31,2387,15,138,315,744,93,4,0,31,1340,49,363,923,2113,204,13,4,58,3731,7,336,252,200,61,9,3,10,869,10,219,410,44,0,0,0,10,695,12,490,480,73,5,0,0,11,1078,0,76,400,118,17,0,3,0,612,0,0,0,0,0,0,0,0,0,26,1119,1543,433,84,13,5,34,3257,0,0,0,0,0,0,0,0,6,0,0,0,3,4,0,0,4,16,86,1623,3619,7053,2342,354,118,171,15367
LGA58540,0,8,37,126,80,14,3,6,276,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,9,39,125,82,17,3,5,288
LGA58570,4,101,1358,3689,1861,309,54,47,7418,6,158,582,555,98,8,0,14,1424,0,137,601,1058,151,3,0,11,1965,5,285,1186,1609,247,11,4,22,3380,12,327,485,118,8,0,3,10,955,39,607,849,167,9,0,0,22,1687,48,801,907,112,0,0,0,18,1888,0,3,25,0,0,0,0,0,31,0,0,0,3,0,0,0,0,8,91,1737,2266,400,16,0,3,49,4574,0,11,33,9,3,0,0,0,54,0,5,7,3,0,0,0,4,19,99,2141,4845,5720,2140,323,59,123,15450
LGA58610,0,6,103,305,173,36,10,12,640,0,10,23,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,10,23,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,14,123,309,172,32,10,15,684
LGA58680,0,5,23,67,72,10,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,67,72,10,0,0,182
LGA58760,37,240,1922,20044,38125,3960,607,721,65649,6,342,1266,2393,228,16,8,111,4368,0,47,221,379,38,3,0,7,702,6,389,1489,2773,269,21,10,118,5066,0,12,51,20,0,0,0,0,77,0,47,84,12,0,0,0,0,149,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20,21,8,10,5,4,0,74,0,77,164,38,11,5,4,5,302,20,65,58,11,14,0,0,17,184,3,0,7,15,6,0,3,10,41,60,775,3634,22884,38415,3985,622,869,71246
LGA58820,8,26,160,525,587,92,24,26,1459,0,10,49,21,6,0,0,10,92,0,0,0,0,0,0,0,0,0,0,10,49,21,9,0,0,10,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,0,0,0,0,0,25,0,0,0,6,0,0,0,0,5,11,55,218,550,599,92,26,30,1584
LGA58890,0,12,32,122,93,13,0,4,285,0,3,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,16,33,132,93,13,0,4,293
LGA59030,0,0,23,32,33,3,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23,32,33,3,4,0,101
LGA59100,0,3,35,93,78,13,0,0,223,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,101,78,13,0,0,229
LGA59170,0,14,28,156,106,24,6,4,347,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,13,41,161,108,24,6,6,365
LGA59250,0,6,21,37,12,0,3,7,80,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,23,36,12,0,3,5,84
LGA59310,0,10,57,234,148,30,6,4,490,0,12,4,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,12,4,5,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,27,65,246,148,30,5,10,521
LGA59320,4,3,23,65,46,12,9,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,23,65,46,12,9,0,161
LGA59330,0,6,28,116,47,0,0,3,201,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,117,47,0,0,3,209
LGA59340,9,61,178,696,410,46,10,35,1459,3,36,79,76,12,0,0,3,211,0,5,4,19,5,0,0,0,28,3,37,82,95,14,0,0,3,239,0,14,57,43,0,0,0,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,57,43,0,0,0,4,116,27,87,34,22,8,0,6,58,240,0,8,15,11,18,4,5,8,71,43,209,370,864,449,56,18,108,2122
LGA59350,0,0,12,8,6,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,5,16,0,0,10,14,6,4,0,5,44
LGA59360,3,10,34,164,108,12,9,7,347,0,13,3,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,3,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,39,175,109,12,13,7,377
