LGA_CODE_2021,POL_CL_Oth_SEO,POL_CL_Oth_UOLSE_VWorW,POL_CL_Oth_UOLSE_NWorNAA,POL_CL_Oth_UOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_UOLSE_VWorW,POL_CL_Tot_UOLSE_NWorNAA,POL_CL_Tot_UOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_UOLSE_VWorW,POL_Croatian_UOLSE_NWorNAA,POL_Croatian_UOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_French_SEO,POL_French_UOLSE_VWorW,POL_French_UOLSE_NWorNAA,POL_French_UOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_UOLSE_VWorW,POL_German_UOLSE_NWorNAA,POL_German_UOLSE_Tot,POL_German_NS,POL_German_Tot,POL_Greek_SEO,POL_Greek_UOLSE_VWorW,POL_Greek_UOLSE_NWorNAA,POL_Greek_UOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_UOLSE_VWorW,POL_IAL_Bengali_UOLSE_NWorNAA,POL_IAL_Bengali_UOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Guj_SEO,POL_IAL_Guj_UOLSE_VWorW,POL_IAL_Guj_UOLSE_NWorNAA,POL_IAL_Guj_UOLSE_Tot,POL_IAL_Guj_NS,POL_IAL_Guj_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_UOLSE_VWorW,POL_IAL_Hindi_UOLSE_NWorNAA,POL_IAL_Hindi_UOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Nepali_SEO,POL_IAL_Nepali_UOLSE_VWorW,POL_IAL_Nepali_UOLSE_NWorNAA,POL_IAL_Nepali_UOLSE_Tot,POL_IAL_Nepali_NS,POL_IAL_Nepali_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_UOLSE_VWorW,POL_IAL_Punjabi_UOLSE_NWorNAA,POL_IAL_Punjabi_UOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhal_SEO,POL_IAL_Sinhal_UOLSE_VWorW,POL_IAL_Sinhal_UOLSE_NWorNAA,POL_IAL_Sinhal_UOLSE_Tot,POL_IAL_Sinhal_NS,POL_IAL_Sinhal_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_UOLSE_VWorW,POL_IAL_Urdu_UOLSE_NWorNAA,POL_IAL_Urdu_UOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_UOLSE_VWorW,POL_IAL_Oth_UOLSE_NWorNAA,POL_IAL_Oth_UOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_UOLSE_VWorW,POL_IAL_Tot_UOLSE_NWorNAA,POL_IAL_Tot_UOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_UOLSE_VWorW,POL_Italian_UOLSE_NWorNAA,POL_Italian_UOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japan_SEO,POL_Japan_UOLSE_VWorW,POL_Japan_UOLSE_NWorNAA,POL_Japan_UOLSE_Tot,POL_Japan_NS,POL_Japan_Tot,POL_Khmer_SEO,POL_Khmer_UOLSE_VWorW,POL_Khmer_UOLSE_NWorNAA,POL_Khmer_UOLSE_Tot,POL_Khmer_NS,POL_Khmer_Tot,POL_Korean_SEO,POL_Korean_UOLSE_VWorW,POL_Korean_UOLSE_NWorNAA,POL_Korean_UOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedon_SEO,POL_Macedon_UOLSE_VWorW,POL_Macedon_UOLSE_NWorNAA,POL_Macedon_UOLSE_Tot,POL_Macedon_NS,POL_Macedon_Tot,POL_Malayalam_SEO,POL_Malayalam_UOLSE_VWorW,POL_Malayalam_UOLSE_NWorNAA,POL_Malayalam_UOLSE_Tot,POL_Malayalam_NS,POL_Malayalam_Tot,POL_Persian_ED_SEO,POL_Persian_ED_UOLSE_VWorW,POL_Persian_ED_UOLSE_NWorNAA,POL_Persian_ED_UOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_UOLSE_VWorW,POL_Polish_UOLSE_NWorNAA,POL_Polish_UOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Portuguese_SEO,POL_Portuguese_UOLSE_VWorW,POL_Portuguese_UOLSE_NWorNAA,POL_Portuguese_UOLSE_Tot,POL_Portuguese_NS,POL_Portuguese_Tot,POL_Russian_SEO,POL_Russian_UOLSE_VWorW,POL_Russian_UOLSE_NWorNAA,POL_Russian_UOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_UOLSE_VWorW,POL_Samoan_UOLSE_NWorNAA,POL_Samoan_UOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_UOLSE_VWorW,POL_Serbian_UOLSE_NWorNAA,POL_Serbian_UOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipin_SEO,POL_SAL_Filipin_UOLSE_VWorW,POL_SAL_Filipin_UOLSE_NWorNAA,POL_SAL_Filipin_UOLSE_Tot,POL_SAL_Filipin_NS,POL_SAL_Filipin_Tot,POL_SAL_Indon_SEO,POL_SAL_Indon_UOLSE_VWorW,POL_SAL_Indon_UOLSE_NWorNAA,POL_SAL_Indon_UOLSE_Tot,POL_SAL_Indon_NS,POL_SAL_Indon_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_UOLSE_VWorW,POL_SAL_Tagalog_UOLSE_NWorNAA,POL_SAL_Tagalog_UOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_UOLSE_VWorW,POL_SAL_Oth_UOLSE_NWorNAA,POL_SAL_Oth_UOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_UOLSE_VWorW,POL_SAL_Tot_UOLSE_NWorNAA,POL_SAL_Tot_UOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_UOLSE_VWorW,POL_Spanish_UOLSE_NWorNAA,POL_Spanish_UOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_UOLSE_VWorW
LGA57350,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA57420,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0
LGA57490,..,13,8,21,0,21,..,471,136,614,4,617,..,152,20,169,3,171,..,233,19,250,9,256,..,370,16,388,0,391,..,45,8,51,0,51,..,41,3,47,0,54,..,32,9,38,0,38,..,169,3,173,0,177,..,56,8,66,0,66,..,398,39,438,4,439,..,41,0,45,0,45,..,73,5,83,0,83,..,19,3,23,0,23,..,830,73,907,4,912,..,322,18,343,6,345,..,132,22,146,3,145,..,20,0,19,0,19,..,88,23,106,0,106,..,35,0,32,0,32,..,89,4,92,0,92,..,52,0,52,0,52,..,123,9,130,0,126,..,273,35,307,0,306,..,123,10,134,0,134,..,94,8,99,0,99,..,319,66,382,0,379,..,375,5,384,8,389,..,263,13,273,0,277,..,600,19,623,3,624,..,244,14,257,0,260,..,1486,59,1544,7,1546,..,409,41,448,11,456,..,129
LGA57630,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA57700,..,9,0,9,0,9,..,139,29,164,0,168,..,9,4,12,0,12,..,69,10,75,0,75,..,52,4,53,0,55,..,16,0,16,0,16,..,18,0,18,0,16,..,47,4,50,0,50,..,88,0,88,3,88,..,8,0,8,0,8,..,502,52,557,7,564,..,26,9,38,0,38,..,78,0,79,0,82,..,12,0,12,0,13,..,778,57,843,13,854,..,88,10,94,0,94,..,14,0,14,0,14,..,13,0,17,0,17,..,10,4,15,0,15,..,0,0,0,0,0,..,120,8,135,0,135,..,36,16,48,0,48,..,17,0,17,0,17,..,31,0,33,0,33,..,7,0,6,0,6,..,12,8,20,0,24,..,28,0,28,0,28,..,96,0,96,0,96,..,51,7,57,0,57,..,143,9,157,4,160,..,48,4,53,0,53,..,338,19,361,4,363,..,53,3,63,0,63,..,84
LGA57770,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,13,..,27,5,27,0,27,..,0
LGA57840,..,155,9,163,0,163,..,2076,328,2401,17,2415,..,56,4,61,4,63,..,243,15,260,0,260,..,128,0,129,0,136,..,118,4,119,0,119,..,54,5,59,0,59,..,67,4,71,6,73,..,184,6,191,0,187,..,126,7,135,0,137,..,92,5,102,0,102,..,113,7,116,0,116,..,129,6,135,0,140,..,76,7,84,5,87,..,852,36,888,9,895,..,368,20,386,5,394,..,169,34,203,3,206,..,12,13,20,0,20,..,165,40,200,0,200,..,30,0,30,0,30,..,101,0,105,0,102,..,301,36,334,0,336,..,119,9,128,0,129,..,119,11,130,0,127,..,61,11,75,0,75,..,0,0,0,0,0,..,53,0,53,4,54,..,85,0,85,4,84,..,436,38,475,5,483,..,91,4,96,0,96,..,131,7,142,0,140,..,745,46,792,6,803,..,344,17,363,4,363,..,127
LGA57910,..,385,58,444,0,447,..,6206,1715,7921,59,7980,..,755,106,860,4,865,..,1015,44,1058,21,1077,..,828,32,861,11,880,..,1182,143,1326,15,1337,..,166,11,182,4,183,..,2021,181,2205,22,2224,..,1276,90,1362,16,1382,..,702,42,747,4,752,..,1826,141,1969,27,1996,..,538,12,554,0,553,..,1020,65,1086,9,1092,..,241,9,250,0,250,..,7795,558,8353,87,8441,..,5166,583,5743,57,5798,..,829,109,939,9,947,..,85,24,107,0,111,..,357,105,463,4,467,..,2166,342,2506,19,2525,..,493,28,525,0,525,..,1026,200,1225,13,1236,..,819,71,886,14,902,..,1479,140,1620,22,1638,..,509,49,558,5,562,..,33,5,41,0,38,..,962,132,1095,5,1094,..,431,4,437,3,437,..,652,62,712,3,713,..,857,29,885,6,890,..,430,56,485,9,495,..,2364,144,2511,26,2536,..,1640,162,1801,23,1824,..,363
LGA57980,..,36,5,39,0,39,..,602,93,693,4,701,..,18,3,18,0,18,..,190,3,193,0,193,..,81,3,89,0,90,..,29,0,33,3,38,..,21,0,21,0,21,..,5,0,5,0,5,..,38,3,43,0,43,..,11,0,11,0,11,..,19,0,19,0,19,..,14,0,14,0,14,..,22,0,21,0,21,..,32,0,32,0,32,..,151,3,156,0,156,..,117,16,126,0,126,..,180,38,220,0,223,..,0,0,0,0,0,..,80,4,84,0,84,..,7,0,7,0,7,..,29,0,32,3,33,..,93,8,98,0,102,..,69,6,69,0,73,..,75,0,81,0,81,..,70,8,77,0,77,..,0,0,0,0,0,..,36,3,39,0,39,..,33,0,33,0,33,..,67,7,74,0,74,..,17,0,16,0,16,..,19,0,19,0,19,..,135,6,144,0,144,..,132,15,146,3,152,..,39
LGA58050,..,144,26,170,0,170,..,1821,542,2364,21,2386,..,382,63,441,0,440,..,559,22,586,11,596,..,320,12,331,5,340,..,194,15,207,0,209,..,127,14,142,0,142,..,1239,138,1378,14,1393,..,1013,71,1086,10,1098,..,201,26,225,3,228,..,2719,295,3014,41,3058,..,360,26,382,6,392,..,345,23,368,3,376,..,124,11,134,0,134,..,6132,592,6732,86,6814,..,1020,95,1118,5,1126,..,195,27,220,3,223,..,141,75,215,0,218,..,113,29,140,0,140,..,327,38,366,0,364,..,492,38,528,9,539,..,365,96,461,5,470,..,355,41,401,3,402,..,233,19,252,3,256,..,127,18,148,0,155,..,49,5,55,0,55,..,380,75,452,8,456,..,1290,38,1329,5,1335,..,361,30,393,0,387,..,1991,76,2066,11,2081,..,635,34,665,8,669,..,4267,184,4448,29,4472,..,501,55,550,4,554,..,556
LGA58190,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA58260,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,0,0,..,0
LGA58330,..,0,0,0,0,0,..,8,0,5,0,5,..,0,0,0,0,0,..,11,0,11,0,11,..,17,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,6,0,6,0,6,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,9,0,9,0,9,..,0
LGA58400,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA58470,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA58510,..,66,8,76,0,79,..,1477,282,1761,21,1782,..,31,3,32,0,32,..,171,10,175,0,177,..,158,3,160,0,164,..,49,6,56,0,56,..,91,6,99,0,99,..,48,6,53,0,53,..,322,20,340,0,338,..,536,27,559,5,566,..,208,14,222,4,227,..,153,13,162,0,164,..,174,4,179,0,180,..,80,3,84,0,84,..,1604,88,1694,10,1702,..,459,56,513,10,522,..,160,15,173,0,175,..,23,5,26,0,26,..,204,56,263,0,266,..,3,0,8,0,8,..,108,9,115,0,115,..,133,19,146,3,152,..,79,4,86,0,86,..,148,5,154,4,159,..,77,5,76,0,79,..,6,0,6,0,6,..,43,3,44,0,44,..,119,0,117,0,117,..,317,28,348,4,351,..,172,4,178,0,176,..,152,12,164,6,164,..,755,50,804,13,819,..,280,28,307,7,312,..,89
LGA58540,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0
LGA58570,..,74,15,89,0,89,..,1043,261,1304,6,1310,..,48,5,56,0,54,..,241,12,254,0,257,..,164,3,170,3,171,..,221,41,261,0,266,..,25,3,32,0,28,..,35,0,40,0,40,..,106,4,116,0,117,..,117,0,114,0,114,..,28,0,28,0,28,..,33,3,35,0,35,..,55,6,61,0,61,..,14,5,17,0,17,..,401,22,425,0,424,..,910,165,1073,10,1080,..,127,23,146,5,147,..,4,0,4,0,4,..,136,45,186,0,186,..,176,51,230,0,230,..,33,4,36,0,36,..,106,6,109,0,113,..,102,10,112,0,109,..,182,9,194,3,190,..,54,4,64,0,62,..,8,0,8,0,8,..,106,19,130,0,131,..,63,0,63,0,63,..,114,11,121,5,123,..,63,0,60,0,60,..,70,6,77,0,78,..,302,16,325,3,321,..,354,24,380,0,381,..,54
LGA58610,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,0,0,0,0,0,..,16,0,15,0,15,..,0,0,0,0,0,..,30,0,30,0,30,..,0,0,0,0,0,..,0
LGA58680,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA58760,..,128,17,148,0,147,..,2075,595,2672,27,2695,..,309,30,334,0,334,..,665,23,683,8,687,..,542,14,554,4,556,..,302,35,335,3,342,..,147,14,160,0,161,..,2579,221,2800,19,2818,..,802,58,863,9,865,..,118,17,138,5,140,..,1121,97,1218,15,1232,..,170,4,176,0,176,..,338,26,359,0,363,..,120,6,133,0,133,..,5391,451,5839,43,5887,..,1257,117,1373,6,1381,..,227,37,259,4,267,..,256,132,387,0,383,..,150,54,208,0,208,..,1517,190,1703,7,1715,..,357,9,368,0,372,..,531,80,608,5,611,..,547,53,603,0,603,..,506,41,548,4,555,..,301,38,334,4,336,..,56,5,60,0,60,..,468,103,575,0,575,..,961,28,987,9,997,..,402,27,429,3,428,..,1191,25,1212,4,1220,..,707,110,819,9,826,..,3260,185,3448,27,3469,..,908,109,1020,9,1027,..,296
LGA58820,..,0,0,0,0,0,..,0,4,3,0,6,..,0,0,0,0,0,..,5,7,13,0,13,..,12,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,101,11,111,0,111,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,23,0,23,..,3,0,3,0,3,..,17,0,17,0,17,..,6,0,6,0,6,..,42,0,46,0,46,..,0,0,0,0,0,..,0
LGA58890,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA59030,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0
LGA59100,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0
